"","x"
"557261437","1_1_2_1_1"
"467831649","1_2_1"
"565778331","1_1_2_2_2"
"318556138","1_1_1_1"
"476457450","1_1_1_2_1_2_1"
"476053392","1_2_2_2_2"
"475057898","1_1_1_2_2_1"
"502887600","1_2_1"
"485912047","1_2_2_1_2"
"480268803","1_1_1_2_1_1"
"486893033","1_1_2_2_2"
"513593674","1_2_2_2_1"
"322761772","1_2_2_2_1"
"475622793","1_1_1_2_1_1"
"515056927","1_1_1_2_1_2_1"
"521938313","1_2_2_2_1"
"480087928","1_1_1_2_1_2_1"
"504635521","1_1_2_1_1"
"521399472","1_2_1"
"480647923","1_1_2_2_2"
"490259892","1_1_2_1_1"
"486264574","1_2_1"
"486352114","1_1_1_1"
"526943222","1_1_1_2_1_2_1"
"575774870","1_1_2_1_1"
"386970660","1_1_1_2_1_2_1"
"323452245","1_2_1"
"513832252","1_2_1"
"328015342","1_1_1_2_2_1"
"313861677","1_2_2_1_2"
"526531616","1_1_1_2_1_2_1"
"476266853","1_2_2_2_2"
"479179020","1_1_2_2_2"
"473593847","1_1_1_2_2_1"
"566563603","1_1_1_2_1_1"
"491026389","1_1_1_2_2_1"
"563535101","1_1_1_2_1_1"
"567354967","1_1_2_2_1"
"476686112","1_1_1_2_2_1"
"466632464","1_1_2_2_1"
"504647603","1_2_1"
"475751758","1_1_2_1_1"
"314529406","1_2_2_1_2"
"477490421","1_1_1_1"
"475619045","1_1_1_2_2_2_1"
"475848827","1_1_1_2_2_2_1"
"475585413","1_1_2_1_1"
"581138223","1_1_1_2_2_2_1"
"553219924","1_1_1_2_1_1"
"471819401","1_1_2_2_1"
"505476170","1_2_1"
"485578197","1_1_2_1_2"
"478716304","1_1_1_2_2_1"
"330080937","1_2_2_1_1"
"487306716","1_1_1_1"
"485570372","1_2_2_1_1"
"486176465","1_2_1"
"490485142","1_1_2_2_1"
"326734770","1_1_1_2_1_1"
"476099282","1_1_1_2_2_2_2"
"475894121","1_1_1_1"
"324053519","1_1_2_1_2"
"488708322","1_1_1_1"
"478947222","1_1_1_2_1_1"
"561517025","1_1_1_1"
"480351780","1_1_2_2_2"
"329557305","1_2_2_2_1"
"560924223","1_1_1_2_1_2_1"
"502269786","1_2_2_2_2"
"324025297","1_1_1_2_1_2_1"
"514824979","1_1_1_2_1_1"
"478793814","1_1_1_1"
"515249852","1_1_2_2_2"
"485880739","1_1_2_2_2"
"523478821","1_1_1_2_2_1"
"502193385","1_2_2_1_2"
"515059388","1_1_2_2_2"
"486175203","1_2_2_1_2"
"522147522","1_1_2_1_1"
"486198953","1_2_2_1_2"
"507121819","1_2_1"
"532355382","1_1_2_1_1"
"488359338","1_2_1"
"464212183","1_1_2_1_1"
"502808270","1_1_1_2_1_2_1"
"480718588","1_2_2_1_1"
"486756093","1_2_2_1_1"
"476263004","1_1_2_2_1"
"479220013","1_1_1_2_1_2_1"
"526801742","1_1_1_2_1_2_1"
"471087830","1_1_1_1"
"508275137","1_1_2_2_1"
"478110866","1_1_1_2_1_1"
"486510127","1_2_2_2_1"
"539742766","1_1_2_2_1"
"479218494","1_1_2_1_2"
"554807988","1_1_1_2_2_2_2"
"522108467","1_1_1_2_2_2_1"
"322297406","1_1_2_1_2"
"521409057","1_2_1"
"561519381","1_1_2_1_1"
"482773968","1_2_2_1_1"
"321893798","1_1_1_2_1_2_1"
"475580568","1_1_1_1"
"488448839","1_1_2_2_2"
"488695444","1_2_1"
"327962063","1_1_1_2_2_2_2"
"517977609","1_2_2_1_2"
"567320213","1_1_1_2_2_1"
"486146717","1_2_1"
"320639930","1_2_2_2_1"
"501736631","1_1_2_1_2"
"476751360","1_1_2_1_1"
"490264167","1_1_2_2_1"
"489930727","1_1_1_2_2_2_2"
"328549885","1_1_1_2_2_1"
"480705931","1_2_2_1_1"
"515511110","1_1_2_2_1"
"488501487","1_1_1_2_2_1"
"484515166","1_2_2_1_2"
"464198958","1_1_1_2_2_2_1"
"569810649","1_1_1_2_2_2_1"
"487667205","1_1_1_1"
"524693113","1_1_1_2_2_2_1"
"490626827","1_2_2_1_2"
"502260112","1_2_1"
"485608017","1_2_2_2_2"
"324065524","1_1_1_2_1_2_1"
"483101699","1_1_2_1_2"
"490718897","1_1_2_2_2"
"501956013","1_2_1"
"475517090","1_1_1_2_2_2_2"
"577369606","1_1_2_2_1"
"501023852","1_2_2_2_1"
"527579814","1_2_2_2_2"
"470098860","1_2_2_2_1"
"567399060","1_1_2_2_1"
"510114363","1_1_2_1_2"
"327706437","1_1_1_2_2_2_2"
"489887491","1_2_1"
"508887004","1_1_2_1_2"
"484737013","1_2_1"
"336676216","1_1_1_1"
"485466109","1_1_2_1_1"
"516906055","1_1_1_1"
"484738748","1_1_1_2_1_1"
"486132712","1_1_2_1_1"
"322246422","1_1_1_2_2_1"
"505202906","1_2_1"
"508980706","1_1_2_2_1"
"313862134","1_1_1_1"
"517647182","1_1_2_2_2"
"486108147","1_2_2_2_2"
"325480372","1_2_2_2_2"
"321923492","1_2_2_2_1"
"397354239","1_2_2_1_2"
"490626718","1_2_2_2_1"
"478949560","1_1_1_1"
"469801569","1_1_1_1"
"325853048","1_2_1"
"490790207","1_1_2_1_1"
"486753754","1_2_2_1_1"
"508566646","1_2_1"
"488676149","1_1_2_1_2"
"489885173","1_2_2_2_1"
"566466395","1_1_1_2_2_2_2"
"502665074","1_2_2_1_2"
"485455285","1_1_1_2_2_1"
"581153862","1_1_1_2_1_2_1"
"475622680","1_1_1_2_2_2_2"
"562381417","1_1_1_2_2_2_2"
"480171386","1_2_1"
"507918877","1_1_2_2_2"
"479219923","1_1_1_2_2_2_1"
"479225052","1_1_1_2_1_2_2"
"516916566","1_1_1_2_1_2_1"
"500859045","1_2_2_1_2"
"569623233","1_1_2_1_1"
"485287282","1_1_1_2_2_1"
"490149337","1_1_1_2_2_1"
"485835016","1_1_2_2_2"
"566463606","1_1_1_2_2_1"
"485468180","1_1_2_2_2"
"473011949","1_1_1_2_1_2_2"
"490259231","1_1_2_2_1"
"486029942","1_2_1"
"501566512","1_1_2_2_1"
"488675026","1_1_1_2_1_1"
"313860745","1_1_2_2_1"
"566760952","1_2_2_2_1"
"485610263","1_1_1_2_1_2_2"
"517077548","1_1_2_2_1"
"474652473","1_2_2_2_1"
"341442651","1_1_1_1"
"485837504","1_1_1_2_1_2_1"
"530235049","1_1_1_2_1_2_1"
"328876201","1_1_1_2_2_1"
"478107198","1_1_1_2_1_2_1"
"314800921","1_1_2_1_1"
"500879695","1_1_1_1"
"526939383","1_1_1_2_1_1"
"324466858","1_1_2_2_1"
"504567071","1_2_1"
"486560376","1_2_2_2_2"
"566761793","1_1_1_2_2_1"
"487400838","1_1_1_1"
"486052980","1_1_2_2_2"
"477880128","1_1_2_2_1"
"327644217","1_1_1_2_2_2_2"
"502647640","1_2_1"
"490612844","1_2_1"
"476269122","1_2_2_2_2"
"471129934","1_2_1"
"313862274","1_1_1_2_2_1"
"354190013","1_1_2_1_2"
"515524026","1_1_2_2_2"
"480122859","1_1_1_2_1_2_2"
"502245101","1_2_2_2_2"
"501895840","1_2_1"
"569664731","1_1_2_2_2"
"485574721","1_2_1"
"580537822","1_1_1_2_1_1"
"395785266","1_2_1"
"500964382","1_1_1_2_1_2_1"
"508883033","1_2_1"
"524689239","1_1_1_2_1_1"
"518750800","1_1_2_1_2"
"485938494","1_1_2_1_2"
"534524026","1_1_2_2_2"
"320836481","1_1_2_1_2"
"504120613","1_2_2_2_1"
"567266985","1_1_1_2_2_1"
"486196663","1_2_2_2_1"
"566559909","1_1_1_2_1_2_1"
"530349764","1_1_2_2_2"
"490267468","1_2_2_2_1"
"486472847","1_2_2_1_1"
"490772223","1_1_2_1_2"
"395830185","1_2_2_1_2"
"488677994","1_1_1_2_2_1"
"484744672","1_1_1_2_2_1"
"501282204","1_1_1_2_2_1"
"482521571","1_2_2_1_1"
"329550277","1_2_2_2_1"
"479721491","1_2_1"
"491038812","1_1_1_1"
"556356342","1_1_1_2_1_2_1"
"579611597","1_2_1"
"535728342","1_1_1_2_2_2_2"
"500964358","1_2_1"
"476823462","1_2_1"
"487638658","1_1_1_1"
"519751607","1_1_2_2_1"
"473020156","1_2_2_1_2"
"566991946","1_1_1_2_2_2_1"
"314822529","1_2_1"
"513531471","1_2_1"
"483057325","1_1_2_1_2"
"484509440","1_2_2_1_2"
"473909767","1_2_2_1_1"
"562385794","1_1_2_1_1"
"485884503","1_2_2_2_1"
"487594856","1_1_1_1"
"469803003","1_2_2_2_1"
"465924786","1_2_2_2_1"
"327679841","1_1_2_1_2"
"476093220","1_1_1_1"
"484679812","1_1_1_2_1_2_1"
"422738880","1_2_2_2_1"
"341016267","1_1_1_1"
"519749342","1_1_1_2_1_2_2"
"487158599","1_1_1_2_2_2_2"
"510702728","1_2_1"
"563620254","1_1_1_2_2_1"
"573105010","1_1_1_2_2_2_1"
"324266189","1_1_1_2_2_1"
"513510227","1_2_1"
"467703703","1_2_2_2_2"
"569670455","1_1_1_2_2_1"
"487446992","1_2_2_2_2"
"490173806","1_1_1_2_2_1"
"487601493","1_2_2_1_2"
"469753383","1_2_2_2_1"
"509620929","1_1_1_2_2_2_1"
"489751692","1_1_1_2_1_2_1"
"489888898","1_2_2_2_1"
"382982932","1_2_2_1_2"
"328535908","1_1_1_2_2_2_1"
"480648382","1_2_2_1_2"
"478058328","1_1_1_1"
"464079491","1_1_1_2_1_2_1"
"479415457","1_2_1"
"570280138","1_1_1_2_1_2_2"
"478499902","1_2_2_1_1"
"566517779","1_1_2_2_2"
"464188580","1_2_2_1_1"
"487405644","1_1_1_1"
"486557574","1_1_1_2_2_2_2"
"488419491","1_2_2_2_2"
"555263276","1_1_1_2_2_1"
"532571720","1_1_2_1_2"
"475895240","1_1_1_1"
"518290966","1_2_1"
"490612150","1_1_2_2_1"
"555251867","1_1_1_2_2_1"
"519517188","1_1_1_2_2_1"
"497583188","1_1_1_2_1_1"
"524876305","1_1_1_2_1_1"
"485061364","1_1_1_1"
"489259263","1_2_2_1_1"
"502143149","1_2_2_2_2"
"488380827","1_2_1"
"509617624","1_1_1_1"
"490558274","1_1_2_1_2"
"333785935","1_1_1_1"
"487353993","1_2_2_1_1"
"485574832","1_1_2_2_2"
"314617802","1_1_2_2_2"
"477991293","1_2_2_1_1"
"487668030","1_1_1_1"
"328031983","1_1_1_2_2_1"
"517645929","1_1_2_2_2"
"561934585","1_1_2_2_1"
"488686369","1_2_2_1_1"
"480169178","1_2_1"
"469614747","1_1_1_1"
"471141261","1_1_2_1_2"
"322197160","1_1_2_2_1"
"518623704","1_1_1_2_1_1"
"490170480","1_2_2_1_2"
"480735016","1_1_1_1"
"503254105","1_1_1_1"
"320668841","1_2_1"
"473642382","1_2_2_2_2"
"482809953","1_1_1_2_1_2_1"
"491029832","1_1_1_2_2_1"
"522257166","1_1_1_2_1_1"
"570438732","1_1_1_2_1_2_1"
"485184849","1_1_1_1"
"490779678","1_1_2_2_2"
"482516216","1_1_1_2_2_1"
"469704261","1_2_2_2_1"
"523205934","1_1_1_2_1_2_2"
"488432250","1_1_2_1_1"
"488440436","1_1_1_1"
"578774163","1_1_1_2_1_1"
"500857324","1_2_1"
"476615310","1_1_1_2_1_2_1"
"469864405","1_2_2_1_2"
"479722622","1_1_2_2_2"
"480952106","1_1_1_1"
"521958756","1_2_1"
"478396248","1_1_1_2_2_1"
"482726727","1_2_2_2_1"
"476218657","1_2_2_2_2"
"327566447","1_1_1_2_2_2_1"
"501891177","1_1_1_2_2_2_1"
"354833767","1_2_2_2_1"
"489754156","1_2_2_2_1"
"566541912","1_1_1_2_1_2_1"
"473564515","1_1_2_1_1"
"469734859","1_2_2_2_1"
"561325425","1_1_1_2_2_1"
"478412623","1_1_1_2_2_1"
"322781822","1_1_1_2_1_2_1"
"514544971","1_1_1_2_1_2_1"
"534141324","1_1_1_2_2_1"
"485570335","1_1_1_2_1_1"
"502978383","1_2_2_2_2"
"497611660","1_1_2_2_1"
"474637203","1_1_2_1_1"
"477879512","1_2_2_2_1"
"487664070","1_1_2_1_2"
"481003643","1_2_2_1_1"
"481136214","1_1_2_1_2"
"475542907","1_1_1_2_2_1"
"322723785","1_2_2_1_2"
"484742372","1_1_1_1"
"476048909","1_2_1"
"479492633","1_1_1_2_1_1"
"502120615","1_2_1"
"514530024","1_1_1_2_1_2_1"
"486236426","1_2_1"
"488770805","1_1_1_1"
"323834998","1_1_2_1_1"
"507914933","1_1_2_1_1"
"508911693","1_1_2_2_1"
"507100117","1_2_1"
"486500736","1_2_1"
"482444444","1_1_1_1"
"501940485","1_1_1_2_2_1"
"490982660","1_1_2_1_2"
"503814817","1_1_2_2_1"
"479766169","1_1_2_2_1"
"466378900","1_2_2_1_1"
"502366405","1_1_2_2_2"
"475400072","1_2_1"
"560889670","1_1_1_2_1_1"
"485836906","1_2_2_2_2"
"566671538","1_1_1_2_1_1"
"509003464","1_2_1"
"329241587","1_1_1_2_2_1"
"490601284","1_2_2_1_1"
"482764620","1_1_1_2_2_2_1"
"318733871","1_1_1_2_1_2_1"
"313861828","1_1_1_2_1_1"
"476557750","1_2_2_2_2"
"321707905","1_1_1_1"
"469803127","1_1_1_2_1_1"
"555898896","1_1_1_2_2_2_2"
"476452460","1_1_1_2_1_2_1"
"519220630","1_1_1_2_1_1"
"324493977","1_1_1_2_2_1"
"502144146","1_2_1"
"581020172","1_1_1_1"
"566304697","1_1_2_1_2"
"479711015","1_2_1"
"509881736","1_1_2_1_1"
"313861794","1_2_2_1_1"
"497560724","1_1_1_2_2_1"
"314642645","1_1_1_2_1_2_1"
"531342116","1_1_1_2_2_1"
"480643417","1_2_2_1_2"
"505200218","1_2_1"
"490172112","1_1_1_2_2_2_1"
"475838754","1_2_1"
"562535995","1_1_1_2_2_2_2"
"329254830","1_1_1_1"
"481003593","1_1_1_2_1_1"
"553541110","1_1_1_2_1_1"
"313862167","1_2_2_1_1"
"466664172","1_1_1_2_2_2_1"
"506777471","1_2_1"
"482435718","1_1_1_2_2_2_2"
"486262299","1_2_1"
"476104386","1_1_1_1"
"570924514","1_1_1_2_2_2_2"
"490916882","1_1_1_2_1_2_2"
"490376252","1_2_2_1_2"
"488501071","1_1_1_1"
"522408506","1_1_1_2_2_2_1"
"501848315","1_1_1_2_1_2_1"
"507996688","1_2_1"
"488677318","1_1_1_1"
"485287944","1_1_2_2_1"
"323838579","1_2_2_1_2"
"469832490","1_1_2_1_2"
"481127173","1_1_1_1"
"504615116","1_1_2_2_1"
"566460800","1_1_2_1_2"
"490733962","1_1_2_2_1"
"507770911","1_2_1"
"469793303","1_2_2_2_1"
"475740357","1_1_1_2_2_1"
"473943881","1_2_2_1_1"
"478586295","1_1_2_2_2"
"322229594","1_1_1_2_2_1"
"515264431","1_1_1_2_2_2_1"
"522418855","1_1_1_2_1_1"
"508987256","1_1_2_2_1"
"531121585","1_1_1_2_2_2_1"
"478958894","1_1_1_1"
"474267418","1_1_1_2_2_2_2"
"486466923","1_2_1"
"527089085","1_1_2_1_1"
"483083617","1_1_1_2_2_1"
"503286448","1_2_1"
"370351753","1_2_2_2_1"
"488688344","1_1_1_2_1_2_2"
"476562817","1_2_2_1_2"
"489888847","1_2_2_1_1"
"471800189","1_1_2_2_1"
"369697038","1_2_2_1_1"
"530204927","1_1_2_1_1"
"486941367","1_2_2_1_1"
"483099796","1_2_1"
"485905411","1_1_2_2_1"
"422055317","1_2_1"
"476753465","1_1_1_2_2_1"
"485931158","1_2_1"
"487445455","1_1_2_1_2"
"322762730","1_1_2_2_1"
"581058351","1_1_1_2_2_1"
"490916919","1_2_1"
"482772037","1_1_2_1_1"
"527464013","1_2_2_2_1"
"556968207","1_1_1_2_1_1"
"480124551","1_1_1_2_1_1"
"522723828","1_1_2_1_1"
"517752298","1_2_1"
"519549081","1_1_1_2_2_1"
"521625948","1_2_1"
"475586130","1_1_1_2_2_1"
"520347870","1_1_1_2_1_1"
"515199779","1_2_2_1_1"
"563380422","1_1_1_2_1_1"
"467357834","1_2_1"
"517982558","1_2_1"
"569653118","1_1_1_2_1_2_2"
"478586425","1_1_2_1_2"
"488426904","1_2_1"
"515305346","1_1_1_1"
"527095729","1_1_2_1_2"
"480171348","1_1_1_1"
"476131588","1_1_2_2_2"
"322197295","1_1_1_2_2_1"
"487664663","1_1_1_2_1_2_2"
"518238899","1_2_1"
