aic_LIF,aic_LIFASC,aic_LIFR,aic_LIFRASC,aic_LIFRASCAT,cre,specimen_id
-45227.0321139,-45797.2808469,,,,Sst-IRES-Cre,329241587
-14261.8331121,-14225.8073437,,,,Sst-IRES-Cre,329254830
-32778.296599,-33397.8255821,,,,Rorb-IRES2-Cre-D,329550277
-28742.707232,-28697.63557,,,,Rorb-IRES2-Cre-D,329557305
-22772.902666,-21885.7474795,,,,Pvalb-IRES-Cre,330080937
-29371.4991211,-34301.2770001,,,,Pvalb-IRES-Cre,333785935
-17251.6499404,-19849.3212019,,,,Pvalb-IRES-Cre,336676216
-19963.8699811,-18780.3492284,,,,Pvalb-IRES-Cre,341016267
-28354.4696869,-26777.0534861,,,,Pvalb-IRES-Cre,341442651
-17802.3666437,-17517.0372206,,,,Pvalb-IRES-Cre,341459814
-19330.2181076,-14016.8322143,,,,Scnn1a-Tg2-Cre,354190013
-27445.1929494,-27971.1189834,,,,Nr5a1-Cre,354833767
-28049.0803641,-30799.3795556,,,,Nr5a1-Cre,367567889
-26042.1605514,-23581.5323294,,,,Nr5a1-Cre,369697038
-35368.8140026,-35604.996788,,,,Nr5a1-Cre,370351753
-28894.0896373,-24779.7231269,,,,Nr5a1-Cre,382982932
-24129.7069074,-21676.5220881,,,,Nr5a1-Cre,386049446
-28202.2311985,-22437.6231245,,,,Nr5a1-Cre,386970660
-32771.3377348,-33835.2551593,,,,Scnn1a-Tg3-Cre,395785266
-40069.9414136,-34622.2465447,,,,Scnn1a-Tg3-Cre,395830185
-35043.3098861,-38730.222076,,,,Nr5a1-Cre,397348126
-20915.2446183,-21892.3409215,,,,Nr5a1-Cre,397353539
-24161.1763234,-22207.4322184,,,,Nr5a1-Cre,397354239
-23689.632362,-15720.1058201,,,,Nr5a1-Cre,422055317
-29186.1949836,-28781.0393755,-30460.3397027,-36818.6500981,-36816.6500981,Nr5a1-Cre,422738880
-27612.1843142,-18702.0226496,-36370.9114361,-31282.9321695,-31280.9321695,Scnn1a-Tg2-Cre,464079491
-30257.1344884,-27931.351986,-32011.4764392,-44112.1931057,-44110.1931057,Htr3a-Cre_NO152,464188580
-32914.297487,-32340.4692416,,,,Htr3a-Cre_NO152,464191630
-22080.2747984,-21654.4669852,,,,Sst-IRES-Cre,464198958
-20449.9467716,-19210.8369224,-21375.8012946,-22828.0912399,-22826.0912399,Sst-IRES-Cre,464212183
-21019.9703125,-21578.8591475,-22234.1873453,-27177.1149971,-27175.1149971,Nr5a1-Cre,465924786
-28733.8022091,-26518.2935752,,,,Rorb-IRES2-Cre-D,466378900
-13026.2774451,-12624.6518326,,,,Ntsr1-Cre_GN220,466632464
-31926.8689405,-31404.8525176,,,,Sst-IRES-Cre,466664172
-20036.3586222,-21915.3293435,-20824.8389207,-26685.5472384,-26683.5472384,Rorb-IRES2-Cre-D,467003163
-20064.7934989,-19278.4111573,,,,Rorb-IRES2-Cre-D,467357834
-26739.4818093,-22575.8267971,,,,Scnn1a-Tg2-Cre,467703703
-16113.2081476,-16507.0453446,,,,Scnn1a-Tg2-Cre,467831649
-20892.6547475,-20034.5416894,-22826.6800218,-25368.6137226,,Scnn1a-Tg3-Cre,468120757
-35998.9967333,-36610.4190935,,,,Pvalb-IRES-Cre,469614747
-26247.7497913,-25989.4364009,-28996.6225866,-39455.9485856,-39453.9485856,Nr5a1-Cre,469704261
-18328.4339273,-19236.9134824,,,,Nr5a1-Cre,469734859
-12831.9680336,-15002.7353976,-13359.7905476,-20636.283887,-20634.283887,Htr3a-Cre_NO152,469753383
-36968.2508356,-33298.4081544,,,,Rorb-IRES2-Cre-D,469763389
-36841.6371013,-36882.0897952,,,,Scnn1a-Tg3-Cre,469793303
-38479.3500561,-29559.8474882,,,,Scnn1a-Tg3-Cre,469800845
-16433.1201633,-16488.5996564,,,,Pvalb-IRES-Cre,469801569
-21301.8822504,-19156.4341168,,,,Scnn1a-Tg3-Cre,469803003
-39329.7812962,-32255.266001,-48898.8996296,-43375.9272361,-43373.9272361,Scnn1a-Tg3-Cre,469803127
-16182.5399679,-10939.9122171,-17944.1145074,-13683.5729513,-13681.5729513,Scnn1a-Tg3-Cre,469832490
-17734.8229298,-14287.7940158,,,,Scnn1a-Tg3-Cre,469864405
-20462.886382,-17389.5032909,,,,Scnn1a-Tg3-Cre,470098860
-25498.1209201,-25169.4613019,-29085.2551845,-31623.225463,-31621.225463,Pvalb-IRES-Cre,471087830
-18699.667024,-19267.5182257,-19898.4308767,-23247.8647179,-23245.8647179,Rbp4-Cre_KL100,471129934
-25941.9960309,-22974.1836735,-31966.6213584,-31292.1946172,-31290.1946172,Rbp4-Cre_KL100,471131311
-24486.5449748,-14884.8800825,-38719.5620148,-26776.7250915,-26774.7250915,Rbp4-Cre_KL100,471141261
-21454.2112356,-21637.6579992,,,,Ntsr1-Cre_GN220,471789504
-19379.2687737,-19760.7074033,,,,Ntsr1-Cre_GN220,471800189
-32246.4113433,-28915.9928428,-38621.7792354,-44508.7163106,-44506.7163106,Ntsr1-Cre_GN220,471819401
-45396.5687953,-49143.9169748,-46478.1055395,-50454.2791987,-50452.2791987,Sst-IRES-Cre,473011949
-35923.7501151,-30080.0778263,-41663.4328006,-42633.459902,-42631.459902,Rorb-IRES2-Cre-D,473020156
-29508.4435279,-25469.3645164,,,,Sst-IRES-Cre,473564515
-14397.1460337,-15287.6140983,-20271.6350313,-19770.9755867,-19768.9755867,Sst-IRES-Cre,473593847
-34402.9662621,-38653.6185229,-36243.4172429,-48638.6509905,-48636.6509905,Rorb-IRES2-Cre-D,473642382
-38305.0726551,-36767.6400069,-47257.3506499,-47823.2564853,-47821.2564853,Htr3a-Cre_NO152,473909767
-32066.6331445,-32138.8022206,,,,Htr3a-Cre_NO152,473943881
-48153.2373043,-53744.2115371,,,,Htr3a-Cre_NO152,473951795
-37283.2762834,-32004.1126481,,,,Htr3a-Cre_NO152,474267418
-42066.7884293,-40829.9881342,,,,Htr3a-Cre_NO152,474626527
-18491.2119181,-19861.2281397,-16623.3873219,-26643.9491803,-26641.9491803,Htr3a-Cre_NO152,474637203
-14007.6991644,-14325.625929,,,,Htr3a-Cre_NO152,474652473
-16344.2622472,-17747.9764327,-20578.0425674,-19612.6330498,-19610.6330498,Sst-IRES-Cre,475057898
-27064.3753505,-25239.3300873,-30393.5606948,-34444.9141728,-34442.9141728,Rbp4-Cre_KL100,475400072
-20048.6445665,-21296.4364895,,,,Sst-IRES-Cre,475512108
-22165.2548833,-28485.6374793,-29863.2802235,-30015.2324524,-30013.2324524,Sst-IRES-Cre,475517090
-54124.7311338,-56953.5923878,-57975.2527177,-58692.6280503,-58690.6280503,Sst-IRES-Cre,475542907
-26760.4796221,-29472.4841536,-34704.0073707,-32735.3894032,-32733.3894032,Sst-IRES-Cre,475580568
-20013.4356985,-23274.7381825,-18669.4693426,-27790.9568521,-27788.9568521,Htr3a-Cre_NO152,475585413
-20656.7639621,-21571.4925295,-23362.7348306,-24018.9573957,-24016.9573957,Htr3a-Cre_NO152,475586130
-31239.3775129,-33237.2295484,-32214.1313183,-36238.8442951,-36236.8442951,Htr3a-Cre_NO152,475619045
-37340.7232974,-32936.1175497,-45954.1596956,-45920.958492,-45918.958492,Htr3a-Cre_NO152,475622680
-29564.594183,-31611.325439,-31018.1315271,-41819.8788224,-41817.8788224,Htr3a-Cre_NO152,475622793
-38234.0960636,-39135.2688042,-40229.4714088,-50517.6025703,-50515.6025703,Htr3a-Cre_NO152,475625477
-20739.4233167,-21930.0036358,-23334.0913627,-22435.1152043,-22433.1152043,Htr3a-Cre_NO152,475740357
-16033.1453419,-14295.0239479,,,,Scnn1a-Tg2-Cre,475751758
-29991.5499064,-29679.6289619,-32069.3687768,-34200.6680585,-34198.6680585,Nr5a1-Cre,475838754
-35342.5281651,-32662.870625,,,,Rorb-IRES2-Cre-D,475848827
-28653.3293146,-26543.6492789,-39078.5875302,-41214.6623826,-41212.6623826,Pvalb-IRES-Cre,475894121
-31519.37809,-29923.8968583,-39952.7203989,-39312.922053,-39310.922053,Pvalb-IRES-Cre,475895240
-23733.277469,-23141.28493,,,,Rorb-IRES2-Cre-D,476048909
-43542.1896351,-41333.9194961,,,,Rorb-IRES2-Cre-D,476053392
-40471.4240673,-34488.2844704,,,,Scnn1a-Tg2-Cre,476054829
-23067.6571693,-16991.795213,,,,Scnn1a-Tg2-Cre,476056333
-27699.7456797,-27357.8651558,,,,Sst-IRES-Cre,476093220
-27579.4233196,-29403.1795706,,,,Sst-IRES-Cre,476099282
-23180.7024341,-24738.1213231,-26314.2117995,-25798.6919409,-25796.6919409,Sst-IRES-Cre,476100382
-35125.3335321,-35612.4799814,,,,Sst-IRES-Cre,476104386
-33651.5676605,-28133.3025209,,,,Scnn1a-Tg3-Cre,476129135
-35149.7762612,-29176.8374586,-39922.7269811,-36291.8566571,-36289.8566571,Scnn1a-Tg3-Cre,476131588
-22880.2021689,-22865.8786643,-23918.8928324,-26020.3779549,-26018.3779549,Scnn1a-Tg3-Cre,476178907
-26682.5049693,-29023.5070717,,,,Scnn1a-Tg3-Cre,476218657
-15079.0219733,-16204.1741112,-15302.927096,-20231.1274557,-20229.1274557,Scnn1a-Tg3-Cre,476263004
-30170.9643162,-30546.8783235,,,,Scnn1a-Tg3-Cre,476266853
-18577.2766604,-17334.3810668,-20636.5715551,-23473.5446631,-23471.5446631,Scnn1a-Tg3-Cre,476269122
-41676.9892642,-35614.170043,,,,Nr5a1-Cre,476452460
-34684.6536311,-29638.7685096,,,,Nr5a1-Cre,476457450
-38919.0919206,-39068.2778584,-41557.0702205,-49215.6518747,-49213.6518747,Scnn1a-Tg3-Cre,476557750
-62935.398413,-59867.2821515,-66963.6207996,-66171.4240198,-66169.4240198,Rorb-IRES2-Cre-D,476562817
-29680.4329341,-30478.0091989,,,,Rorb-IRES2-Cre-D,476615310
-42117.7139964,-43404.9620787,-45819.4274102,-45044.1668816,-45042.1668816,Sst-IRES-Cre,476686112
-7064.3600103,-29069.7699386,,,,Sst-IRES-Cre,476751360
-24399.6497683,-25553.184947,,,,Sst-IRES-Cre,476753465
-8383.38349167,-28132.9827904,,,,Sst-IRES-Cre,476764144
-47720.299795,-44382.1388078,,,,Rorb-IRES2-Cre-D,476823462
-28136.3207592,-27463.9437915,-31409.8172021,-35899.5726411,-35897.5726411,Pvalb-IRES-Cre,477490421
-20043.3504583,-21837.341967,-20580.2311888,-29978.7770844,-29976.7770844,Htr3a-Cre_NO152,477879512
-46279.0960057,-57634.372825,,,,Htr3a-Cre_NO152,477880128
-29786.9771309,-28643.5708037,,,,Htr3a-Cre_NO152,477991293
-37665.5162357,-37777.8786462,-39136.877649,-40032.3384667,-40030.3384667,Pvalb-IRES-Cre,478058328
-31574.2133127,-26957.119129,-31282.0409685,-35798.9698537,-35796.9698537,Htr3a-Cre_NO152,478107198
-19378.0759624,-20029.8286142,,,,Htr3a-Cre_NO152,478110866
-34341.3917679,-35192.45865,,,,Sst-IRES-Cre,478396248
-47962.901495,-51362.3292428,,,,Sst-IRES-Cre,478412623
-23238.2744717,-23852.8689864,,,,Nr5a1-Cre,478439166
-20278.5728685,-23987.2960252,-20400.4973028,-31656.4767404,-31654.4767404,Nr5a1-Cre,478447600
-28078.5044265,-21037.2798184,-28817.4168519,-25450.2635119,-25448.2635119,Rorb-IRES2-Cre-D,478498617
-35009.7255278,-28608.6016107,,,,Rorb-IRES2-Cre-D,478499902
-28279.5054144,-29281.1326445,,,,Rorb-IRES2-Cre-D,478586295
-26630.5974499,-22748.8598728,,,,Rorb-IRES2-Cre-D,478586425
-34142.3945232,-34213.0305243,,,,Sst-IRES-Cre,478716304
-26895.9637535,-25659.0166419,,,,Pvalb-IRES-Cre,478793814
-26475.5210868,-40400.0107587,,,,Pvalb-IRES-Cre,478947222
-29733.149988,-32001.2985681,-32458.0308293,-37437.8983321,-37435.8983321,Pvalb-IRES-Cre,478949560
-29252.5045664,-26465.6744506,-30472.7218299,-37719.9996976,-37717.9996976,Pvalb-IRES-Cre,478958894
-25977.4542759,-26020.9166761,,,,Rbp4-Cre_KL100,479150681
-28212.9368016,-28068.7301092,-29514.2401787,-32478.318802,-32476.318802,Rorb-IRES2-Cre-D,479179020
-13263.4995331,-12380.162962,,,,Htr3a-Cre_NO152,479218494
-31682.5138653,-33890.3584561,,,,Htr3a-Cre_NO152,479219923
-26881.0833913,-30710.1565568,,,,Htr3a-Cre_NO152,479220013
-30643.1363706,-28247.7206514,,,,Rorb-IRES2-Cre-D,479225052
-37841.4870794,-28906.6988822,-50872.2608369,-45074.4978327,-45072.4978327,Rorb-IRES2-Cre-D,479225080
-29787.8023711,-28420.0346036,,,,Rorb-IRES2-Cre-D,479225294
-26647.8564486,-25595.4701673,,,,Pvalb-IRES-Cre,479298854
-39404.9717477,-33635.3950387,-47385.8521465,-48180.8619678,-48178.8619678,Scnn1a-Tg3-Cre,479415457
-36756.8698192,-33279.601658,,,,Rorb-IRES2-Cre-D,479492633
-36057.781818,-39493.6154514,-37979.0100998,-46710.9742986,-46708.9742986,Rorb-IRES2-Cre-D,479508018
-32880.7878305,-37328.9438616,,,,Rbp4-Cre_KL100,479711015
-38301.6755401,-38096.3276463,-41882.9903829,-49622.989251,-49620.989251,Rbp4-Cre_KL100,479721491
-38811.8829291,-34806.0934126,-46231.649805,-45474.3503831,-45472.3503831,Rbp4-Cre_KL100,479722622
-26257.170298,-24311.8148364,-30049.2173529,-34164.1004623,-34162.1004623,Rorb-IRES2-Cre-D,479766169
-46004.1438512,-38220.2942483,-54475.3309527,-50678.179431,-50676.179431,Rorb-IRES2-Cre-D,480087928
-30880.6481544,-28099.0344124,,,,Rorb-IRES2-Cre-D,480122859
-27200.4987452,-28827.5155693,,,,Rorb-IRES2-Cre-D,480124551
-44792.2946345,-43526.0220647,-48617.5086772,-53325.6130801,-53323.6130801,Rorb-IRES2-Cre-D,480169178
-10115.5653587,-15104.276408,,,,Sst-IRES-Cre,480171348
-42617.2472572,-35555.2055603,-50888.0295849,-49218.8832975,-49216.8832975,Rorb-IRES2-Cre-D,480171386
-20022.4777465,-16399.8394207,-22327.1842944,-23219.9057355,-23217.9057355,Rorb-IRES2-Cre-D,480268803
-42380.1824775,-36688.2503912,-53017.3522608,-53202.6242889,-53200.6242889,Rorb-IRES2-Cre-D,480273887
-31537.3818082,-25673.1888167,-34973.3772353,-31639.550667,-31637.550667,Rorb-IRES2-Cre-D,480351780
-31921.7570454,-22363.4633417,-42203.1100893,-40714.8363864,-40712.8363864,Rorb-IRES2-Cre-D,480353286
-29144.4504218,-27750.2303304,-31611.4311391,-34418.0690288,-34416.0690288,Rorb-IRES2-Cre-D,480643417
-20635.4168371,-15940.7185838,-24397.0196109,-22466.959675,-22464.959675,Scnn1a-Tg2-Cre,480647923
-31384.1878601,-32252.0660603,,,,Rorb-IRES2-Cre-D,480648382
-24687.413773,-30851.4520686,,,,Rorb-IRES2-Cre-D,480705931
-40346.2327072,-35833.9065282,,,,Rbp4-Cre_KL100,480718588
-22595.0799857,-26302.2887044,,,,Pvalb-IRES-Cre,480735016
-31467.7445145,-27789.2201557,,,,Rorb-IRES2-Cre-D,480778441
-14260.8540753,-14507.1901949,,,,Pvalb-IRES-Cre,480952106
-22928.2852857,-20111.2794368,-28926.3347328,-28053.5607278,-28051.5607278,Htr3a-Cre_NO152,480999763
-28047.739474,-26237.1132496,-30651.5812971,-33896.4823026,-33894.4823026,Htr3a-Cre_NO152,481003593
-24938.9207961,-24940.7261288,,,,Htr3a-Cre_NO152,481003643
-8956.41996611,-12139.6354118,,,,Htr3a-Cre_NO152,481004298
-21389.7782,-23869.7564107,,,,Pvalb-IRES-Cre,481017021
-29606.4921847,-28615.2794709,-36222.2953285,-37033.886705,-37031.886705,Pvalb-IRES-Cre,481018305
-13840.3506197,-14039.7935081,,,,Pvalb-IRES-Cre,481093525
-22944.3090504,-21590.8544715,-26057.6912654,-27581.9189796,-27579.9189796,Pvalb-IRES-Cre,481127173
-23430.0003754,-21966.0038277,,,,Pvalb-IRES-Cre,481127348
-29178.2926869,-27676.4828151,-33395.906185,-39771.0299532,-39769.0299532,Htr3a-Cre_NO152,481136214
-19355.0572886,-18209.0925657,,,,Htr3a-Cre_NO152,482435718
-28524.1987314,-26805.3481297,,,,Pvalb-IRES-Cre,482444444
-28736.7675154,-29210.1426448,-32729.2845282,-35204.8031447,-35202.8031447,Htr3a-Cre_NO152,482516216
-27326.3587348,-32653.1097392,-29277.4852759,-35627.135947,-35625.135947,Pvalb-IRES-Cre,482516631
-24788.0757411,-24793.3812052,,,,Htr3a-Cre_NO152,482521571
-23280.3543021,-20878.0614554,,,,Htr3a-Cre_NO152,482649712
-14184.0727191,-15808.9176034,-14140.2902478,-19911.4411232,-19909.4411232,Htr3a-Cre_NO152,482654108
-26176.9916411,-25008.5264648,,,,Sst-IRES-Cre,482690728
-37836.1152529,-35075.9203277,,,,Nr5a1-Cre,482726727
-56224.4795226,-57122.8930568,-59026.9105787,-59143.7843791,-59141.7843791,Htr3a-Cre_NO152,482764620
-21922.4114991,-20324.8889481,-24088.2060637,-25033.0938734,-25031.0938734,Htr3a-Cre_NO152,482772037
-29476.1521912,-29547.9025681,,,,Htr3a-Cre_NO152,482773968
-33534.7988153,-30634.6243187,-36078.9732749,-39779.1173362,-39777.1173362,Nr5a1-Cre,482809953
-39684.2981868,-36953.8323702,,,,Cux2-CreERT2,483018019
-19059.4674349,-18333.8763001,,,,Nr5a1-Cre,483027960
-23548.5264248,-22127.3347136,,,,Cux2-CreERT2,483057325
-16355.6107648,-16954.3044842,-20936.0791049,-16418.5877093,-16416.5877093,Sst-IRES-Cre,483083617
-18923.6753652,-17594.0445892,,,,Rorb-IRES2-Cre-D,483091812
-32703.9070973,-30797.7709496,,,,Cux2-CreERT2,483099796
-24292.3296219,-20429.9687831,-29184.2230861,-32065.4722905,-32063.4722905,Cux2-CreERT2,483101699
-17677.7938841,-15213.9935874,,,,Cux2-CreERT2,484509440
-34274.5750578,-33249.8011351,-37205.9906878,-42545.9614545,-42543.9614545,Cux2-CreERT2,484515166
-34910.8056132,-34404.3061909,-40138.2829273,-41669.3665347,-41667.3665347,Pvalb-IRES-Cre,484635029
-21194.5016604,-19103.479648,-23239.9981993,-24597.6970184,-24595.6970184,Rorb-IRES2-Cre-D,484679812
-36161.8858996,-29547.475966,-46757.3159012,-44374.8532683,-44372.8532683,Scnn1a-Tg2-Cre,484737013
-16056.1026419,-12886.2825531,,,,Scnn1a-Tg2-Cre,484738748
-34583.2016479,-34096.6858746,-38970.2188857,-39767.6856584,-39765.6856584,Pvalb-IRES-Cre,484742372
-23166.2309363,-25903.5925272,,,,Pvalb-IRES-Cre,484744672
-24611.6408559,-20294.7231266,,,,Rorb-IRES2-Cre-D,484770879
-22496.2911725,-24368.4133474,,,,Sst-IRES-Cre,485058595
-31512.5236425,-32643.709256,,,,Sst-IRES-Cre,485061364
-24393.1687846,-23179.7171436,,,,Pvalb-IRES-Cre,485184849
-39768.0360913,-41208.7884996,,,,Sst-IRES-Cre,485287282
-27870.7287107,-25708.8472402,,,,Ntsr1-Cre_GN220,485287944
-36091.2593074,-35766.3568207,-39660.0837763,-45384.9588782,-45382.9588782,Ntsr1-Cre_GN220,485339983
-40824.8634984,-41814.8174576,,,,Sst-IRES-Cre,485455285
-23905.4984987,-21202.8659911,-28652.8705048,-31500.9083628,-31498.9083628,Sst-IRES-Cre,485466109
-39901.3480745,-39118.2500957,-40612.7511936,-41326.3319369,-41324.3319369,Nr5a1-Cre,485468180
-23867.5052074,-17557.4949699,,,,Nr5a1-Cre,485570335
-25855.9697507,-27902.0967385,,,,Nr5a1-Cre,485570372
-23047.1694253,-9256.72823159,-29503.674488,-15530.9362885,-15528.9362885,Rbp4-Cre_KL100,485574721
-35280.2311032,-32001.8374667,-45595.9253158,-46341.7708837,-46339.7708837,Rbp4-Cre_KL100,485574832
-37589.4461999,-37117.1885036,-41705.6182906,-47073.8557572,-47071.8557572,Rbp4-Cre_KL100,485577686
-30023.7920367,-30233.123597,-30345.062932,-43472.5443301,-43470.5443301,Rbp4-Cre_KL100,485578197
-40398.6986517,-41850.9745254,-43502.5573843,-53472.8998097,-53470.8998097,Rbp4-Cre_KL100,485579168
-35817.0796579,-33609.4730475,-40247.6875241,-44906.3197207,-44904.3197207,Rbp4-Cre_KL100,485608017
-18032.3693783,-15011.931474,,,,Rbp4-Cre_KL100,485610263
-33249.7921222,-29743.4959692,-43727.8102526,-44124.2595891,-44122.2595891,Rbp4-Cre_KL100,485835016
-16571.7743842,-15741.2348678,,,,Rorb-IRES2-Cre-D,485836906
-42778.8829031,-37817.7999177,-48523.2644529,-49307.910304,-49305.910304,Rorb-IRES2-Cre-D,485837504
-22391.4342894,-16843.277311,-31384.3614001,-27408.9884024,-27406.9884024,Rbp4-Cre_KL100,485838981
-36856.8122042,-32219.9715354,-46076.8015035,-45068.6089861,-45066.6089861,Rbp4-Cre_KL100,485880739
-35484.0153219,-36357.3288659,-37981.2794981,-47649.7463515,-47647.7463515,Rorb-IRES2-Cre-D,485884503
-27710.7470401,-24819.1478714,,,,Rorb-IRES2-Cre-D,485889190
-23025.6071718,-23651.3583687,-23724.6146346,-32229.8169147,-32227.8169147,Ntsr1-Cre_GN220,485905411
-35586.9032654,-33766.6182254,,,,Cux2-CreERT2,485912047
-28176.167207,-29428.7012215,,,,Rorb-IRES2-Cre-D,485931158
-34240.5601705,-33448.8394412,,,,Cux2-CreERT2,485932822
-25156.0329245,-22476.6849495,-29413.664488,-35672.8506945,-35670.8506945,Ntsr1-Cre_GN220,485938494
-38035.4856113,-39576.0398249,,,,Cux2-CreERT2,485955227
