specimen_ID,cre,excitation,has_reset_rules,tau,ri,vrest,threshold_i_long_square,threshold_v_long_square,peak_v_long_square,fast_trough_v_long_square,trough_v_long_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_short_square,sag,avg_isi,f_i_curve_slope,latency,adaptation,max_burstiness_across_sweeps
501280518,Sst-IRES-Cre,inhibitory,TRUE,10.40434083,153.2812417,-70.6198349,90,-47.71875381,18.1875,-60.56250381,-60.71875381,1.941118505,1.889298836,0.032016896,140.15,0.174330357,0.01648,0.251061542,0
479150681,Rbp4-Cre_KL100,excitatory,TRUE,24.89471479,237.6562953,-75.74929047,60.00000381,-42.28125,27.53125191,-47.50000381,-54.34375381,2.469401614,3.038037289,0.113893174,45.90425,0.282712786,0.046195,0.05003936,0.824351297
386049446,Nr5a1-Cre,excitatory,TRUE,12.70265283,123.2813597,-85.15707397,110,-45.28125,33.15625,-53.03125,-59.09375,3.524424795,3.549037004,0.031693976,90.26,0.172321438,0.04582,0.045001807,0.488841765
483091812,Rorb-IRES2-Cre-D,excitatory,TRUE,46.57145141,365.0000691,-76.13788605,50,-37.78125381,24.65625191,-44.62500381,-49.59375381,2.994793419,2.941685771,0.143308148,89.79125,0.135984851,0.051915,0.193661455,0.324287896
485339983,Ntsr1-Cre_GN220,excitatory,TRUE,14.23219158,165.6250805,-75.56982422,110,-38.03125,47.21875,-50.06250381,-54.34375381,3.088882793,3.441032639,0.151450798,65.57,0.149909428,0.0325,,0.227185073
485577686,Rbp4-Cre_KL100,excitatory,TRUE,19.96245365,82.4553445,-76.09506989,209.9999847,-36.25000381,36.3125,-46.78125381,-52.71875,3.781401486,4.149681452,0.068658121,119.13,0.056064348,0.057985,0.301099639,0
581058864,Nkx2-1-CreERT2,inhibitory,TRUE,6.718026496,142.4999982,-59.75691605,130,-34.28125,16,-45.40625381,-46.56250381,2.616774809,2.777897411,0.00815309,42.61333333,0.23997749,0.59416,-0.001652481,0
482654108,Htr3a-Cre_NO152,inhibitory,TRUE,9.908583595,111.2500429,-69.99556732,240.0000153,-42.15625381,30.68750191,-51.31250381,-51.6875,2.470200992,2.488658619,0.044888847,17.415,0.042195161,0.00891,,0
485932822,Cux2-CreERT2,excitatory,TRUE,15.57996764,136.4063323,-80.1997757,170,-36.40625381,29.00000191,-51.75000381,-56.40625381,2.193531237,3.162641469,0.019158145,32.505,0.156250002,0.029005,,0.189873418
561520050,Nkx2-1-CreERT2,inhibitory,TRUE,10.32040926,210.9374255,-67.02471161,100,-33.03125,37.12500381,-52,-56.625,3.950100144,2.900970097,0.043548569,47.534,0.234892554,0.03686,-0.003430498,0
513879001,Scnn1a-Tg3-Cre,excitatory,TRUE,24.38412259,139.5432651,-67.83050537,130,-34.96875381,27.37500191,-49.90625381,-54.21875381,4.076530399,3.774782498,0.04143475,104.32,0.09615385,0.0544,0.058754187,0
567029686,Nkx2-1-CreERT2,inhibitory,TRUE,18.15494284,246.8749881,-60.22387695,50,-37.09375,1.812500119,-51.71875381,-52.62500381,1.855679211,1.986214757,0.035037123,31.2,0.551538462,0.01816,0.051923077,0
580895033,Chrna2-Cre_OE25,inhibitory,TRUE,7.471587855,174.062416,-72.55618286,100,-37.93750381,28.40625191,-66.43750763,-66.5,1.299914461,1.416338122,0.038587138,12.77272727,1.148380618,0.01074,0.001266396,0
570010469,Chrna2-Cre_OE25,inhibitory,TRUE,23.881926,182.6562136,-77.90122986,70,-42.46875381,31.62500191,-60.81250381,-60.87500381,2.030663742,2.203167522,0.068087116,80.48444444,0.219708502,0.05426,0.063044694,0
577218818,Chat-IRES-Cre-neo,inhibitory,TRUE,7.83915056,133.2141906,-75.37005615,190,-45.84375381,38.00000381,-52.43750381,-52.46875381,2.460331632,2.406554054,0.037502035,,0.016121113,0.00806,,0
469800845,Scnn1a-Tg3-Cre,excitatory,TRUE,20.23514682,151.0937959,-73.77761078,70,-32.59375381,36.625,-41.46875,-53.06250381,3.343085733,3.306770191,0.065748326,100.118125,0.150351706,0.074265,0.039847068,0
327648537,Htr3a-Cre_NO152,inhibitory,TRUE,6.898575509,61.56245992,-80.84480286,350,-35.84375381,19.90625,-54.90625381,-56.46875,3.694129939,2.120207055,0.032145012,94.76777778,0.170311867,0.090435,-0.025293336,0.230367544
501562903,Ntsr1-Cre_GN220,excitatory,TRUE,14.05473574,137.5446469,-71.64956665,270,-30.53125191,35.40625,-43.28125381,-43.375,2.615208725,2.813614362,0.132470295,139.458,0.168630573,0.024655,0.188154311,0.354753852
512322162,Ctgf-2A-dgCre,excitatory,TRUE,18.75856113,150.4688263,-74.70026398,110,-43.90625381,35.34375,-50.71875,-58.40625381,4.761416832,3.906443559,0.06300877,73.405,0.173333345,0.07042,0.024654395,0
490263438,Ntsr1-Cre_GN220,excitatory,TRUE,12.67287646,125.0001937,-75.34902191,209.9999847,-34.875,43.84375381,-51.03125381,-51.31250381,2.792200772,3.0483167,0.141033068,76.26833333,0.211742415,0.031835,0.054087389,0.275009673
485889190,Rorb-IRES2-Cre-D,excitatory,TRUE,19.84079239,135.4688704,-80.2579422,110,-41.65625381,42.90625,-50.03125381,-55.1875,3.591544022,3.897174005,0.020898554,54.5728125,0.250221268,0.045005,0.022841457,0.181775481
505808144,Nr5a1-Cre,excitatory,TRUE,23.47984861,242.0312464,-73.02215576,130,-33.40625,37.5,-45.09375381,-45.90625381,3.441285679,3.771175686,0.031811271,73.22666667,0.252408268,0.03554,0.216747636,0.366454352
527869035,Ndnf-IRES2-dgCre,inhibitory,TRUE,8.652591802,147.8125304,-65.24532318,160,-38.50000381,18.00000191,-50.65625,-51.06250381,3.023152673,2.408996335,0.014902474,31.93214286,0.39182599,0.0976,-0.000413759,0
501951290,Rorb-IRES2-Cre-D,excitatory,TRUE,23.75120501,171.7186719,-81.48056793,50,-38.50000381,40.31250381,-51.46875381,-58.65625381,4.221147458,4.435640624,0.02104176,69.63384615,0.215560161,0.07022,0.020176676,0
566673170,Nkx2-1-CreERT2,inhibitory,TRUE,11.16291497,209.7099572,-68.15795136,90,-34.34375381,26,-51.87500381,-57.00000381,2.762349063,2.412232643,0.036908466,46.144,0.244483986,0.04832,0.002751452,0
502267531,Nr5a1-Cre,excitatory,TRUE,21.23603938,187.6562834,-80.89804077,70,-41.3125,39.21875381,-51.71875381,-54.28125381,3.165291867,3.433526302,0.024089577,49.13684211,0.207303371,0.05534,0.012117665,0.170984456
490931049,Rbp4-Cre_KL100,excitatory,TRUE,29.31237497,278.9062858,-67.0109787,30.00000191,-37,38.0625,-50.8125,-55.40625381,2.938654755,3.116493062,0.057323109,58.2290625,0.29114907,0.062265,0.014401567,0.14843822
485838981,Rbp4-Cre_KL100,excitatory,TRUE,14.01240883,95.62488645,-73.87277222,190,-35.15625,44.03125,-42.81250381,-54.09375381,4.280574187,3.784541439,0.155987576,127.4021429,0.124193547,0.048485,0.048498769,0.572525643
476054829,Scnn1a-Tg2-Cre,excitatory,TRUE,27.16976396,197.9687065,-70.46936035,70,-36.6875,36.75,-44.28125,-54.81250381,3.092075117,3.13204824,0.12514241,77.64727273,0.18281251,0.06025,0.016539461,0.328313253
367567889,Nr5a1-Cre,excitatory,TRUE,29.13573664,197.8124529,-75.01185608,110,-37.9375,42.4375,-50.03125381,-53.93750381,3.293241181,3.606930296,0.026004799,,0.112648815,0.04828,,0.24245507
503517607,Ntsr1-Cre_GN220,excitatory,TRUE,25.90218737,210.9375745,-61.85059357,50,-41.03125381,45.875,-51.90625381,-56.40625381,3.330129937,3.095415565,0.095608257,81.51272727,0.185,0.0274,0.014365882,0
502382506,Sst-IRES-Cre,inhibitory,TRUE,18.51290315,234.2187911,-73.04283142,90,-45.53125,38.31250381,-64.78125763,-64.78125763,2.415484316,2.489853426,0.063267373,50.14111111,0.454066265,0.01926,0.021271149,0
484635029,Pvalb-IRES-Cre,inhibitory,TRUE,4.751056824,67.34390557,-72.92057037,330,-36.09375381,19.1875,-58.81250381,-58.9375,1.330937436,1.336156803,0.082130246,28.04545455,0.562778434,0.045965,0.003762639,0
474626527,Htr3a-Cre_NO152,inhibitory,TRUE,20.17374931,344.6874917,-62.61125183,30.00000191,-37.84375381,21.18750191,-50.8125,-51.50000381,2.329841081,2.320149874,0.051289588,34.79653846,0.575531927,0.017055,0.035674241,0
485955227,Cux2-CreERT2,excitatory,TRUE,17.1019391,164.2187834,-76.13742065,130,-34.875,42.1875,-44.78125381,-53.00000381,3.612182815,3.426424209,0.075042769,98.11666667,0.096973779,0.045665,0.224806946,0.193026347
528501887,Ctgf-2A-dgCre,excitatory,TRUE,19.48386212,215.0001079,-72.89247131,40,-40.53125,38.31250381,-49.65625381,-57.93750381,4.590126162,4.3090883,0.068071835,53.33444444,0.227808989,0.0383,0.020256535,0.137435308
502574847,Rorb-IRES2-Cre-D,excitatory,TRUE,20.57624161,154.687494,-78.19163513,130,-38.78125,33.5625,-50.96875,-55.96875381,4.520036676,4.732096486,0.047336087,101.7333333,0.119021745,0.0481,0.048395206,0
313861608,Pvalb-IRES-Cre,inhibitory,TRUE,22.58371608,81.24999702,-74.63965607,290,-46.90625,16.5,-65.31250763,-65.375,1.405709013,1.397236561,0.009151489,11.16875,1.443365012,0.006105,0.047237608,0
515949222,Cux2-CreERT2,excitatory,TRUE,15.63472063,167.0312434,-75.78449249,110,-33.31250381,36.87500381,-50.28125381,-55.78125381,3.221203961,3.67449489,0.047523562,,0.223126011,0.06884,,0.146073903
481018305,Pvalb-IRES-Cre,inhibitory,TRUE,8.016993053,67.90868193,-76.31461334,300,-33.46875381,19.625,-60.34375381,-60.50000381,1.176421342,1.318816419,0.033801518,20.99059524,0.722016363,0.112885,0.005025263,0
480353286,Rorb-IRES2-Cre-D,excitatory,TRUE,20.04526018,115.7813296,-75.17481995,130,-37.34375,32.71875,-43.68750381,-53.93750381,3.204878873,3.194143486,0.113775358,110.28625,0.121212128,0.073425,0.036039073,0.322652954
489751959,Cux2-CreERT2,excitatory,TRUE,19.511607,140.937537,-76.58605957,170,-36.90625381,37.65625,-43.34375381,-48.8125,3.916029699,3.713617315,0.057835035,93.46666667,0.116485506,0.051395,0.113233097,0.130810144
483018019,Cux2-CreERT2,excitatory,TRUE,18.93139552,248.1250465,-72.48139191,90,-45.65625381,18.00000191,-54.34375381,-58.21875,3.226683875,3.16323938,0.059374195,52.161,0.229553588,0.015515,0.057127401,0
476129135,Scnn1a-Tg3-Cre,excitatory,TRUE,29.63529806,173.5936403,-71.99159241,60.00000381,-35.37500381,49.65625381,-45.56250381,-56.625,4.226620435,4.2380198,0.058031324,92.30944444,0.108257151,0.070805,0.041687072,0.196334156
478439166,Nr5a1-Cre,excitatory,TRUE,16.58746808,240.6249046,-81.44882965,110,-34.875,37,-50.46875381,-55.78125381,2.864784586,3.450471041,0.047233488,47.71138889,0.318281278,0.02121,0.040493415,0.295726496
478498617,Rorb-IRES2-Cre-D,excitatory,TRUE,26.088915,332.477659,-67.94602966,50,-36.71875381,45.3125,-50.96875,-54.43750381,3.809519916,4.55989962,0.014914497,41.51304348,0.29542744,0.017215,0.023312995,0
473951795,Htr3a-Cre_NO152,inhibitory,TRUE,34.01669265,328.125,-64.71941376,30.00000191,-42.25000381,24.50000191,-58.00000381,-58.12500381,1.558686849,1.49143985,0.019273218,28.595,0.452789706,0.018165,0.031206162,0
563373346,Nkx2-1-CreERT2,inhibitory,TRUE,10.04939729,166.5624976,-61.3519249,90,-31.5,32,-50.84375381,-55.78125381,3.432572431,2.674553956,0.028546883,60.92533333,0.2185,0.07564,0.000201053,0
483027960,Nr5a1-Cre,excitatory,TRUE,20.23643506,178.1250089,-70.57548523,90,-40.125,50.12500381,-51.28125,-52.71875,3.257326995,3.514342291,0.028957564,63.40366667,0.241366916,0.037775,0.029921885,0.209663687
561329890,Nkx2-1-CreERT2,inhibitory,TRUE,10.91277928,190.6248033,-59.88395691,70,-38.53125,38.53125,-53.62500381,-56.37500381,2.567249861,2.410572335,0.011939138,40.72916667,0.213157895,0.00784,-0.001770297,0
486921382,Htr3a-Cre_NO152,inhibitory,TRUE,33.49351064,202.524066,-67.2024231,90,-42.34375,20.53125,-56.71875,-56.84375381,1.806088934,1.798402588,0.063332669,21.18,0.031415345,0.02441,,0
502873181,Rorb-IRES2-Cre-D,excitatory,TRUE,29.61137961,369.2188859,-71.91506958,20,-42.00000381,47.21875,-55.4375,-60.09375381,4.329165234,4.063144838,0.04847699,33.58,0.401593624,0.02352,0.013952933,0.517358171
475625477,Htr3a-Cre_NO152,inhibitory,TRUE,19.04898813,263.7501061,-66.15589905,70,-34.90625381,36.625,-45.90625381,-46.59375,2.347380566,2.389602345,0.033462066,26.07416667,0.035491074,0.01764,0.054984583,0
486239338,Cux2-CreERT2,excitatory,TRUE,20.44313372,171.2500453,-78.41603851,110,-38.50000381,35.28125381,-47.28125381,-53.59375,4.19230517,3.788500967,0.025149094,75.40833333,0.151875008,0.053705,0.045540585,0.103505843
320455763,Pvalb-IRES-Cre,inhibitory,TRUE,5.99624574,101.5625,-78.39379883,160,-45.0625,28.28125191,-65.09375,-65.31250763,1.651281835,1.731274021,0.085984439,17.25105263,0.614248203,0.01313,0.002046224,0
329224678,Sst-IRES-Cre,inhibitory,TRUE,14.19003482,183.9062124,-77.70487213,130,-45.3125,34.28125,-59.37500381,-59.53125381,2.009733874,1.957408577,0.088096887,44.7975,0.087215914,0.032155,0.39349294,0
487663469,Rbp4-Cre_KL100,excitatory,TRUE,16.95639978,109.8436341,-75.08666229,150,-41.37500381,47.00000381,-48.46875381,-53.31250381,3.026969769,2.959361708,0.188126639,77.06875,0.180681824,0.049725,0.018127397,0.840989399
517753911,Rorb-IRES2-Cre-D,excitatory,TRUE,18.68581901,119.6875349,-79.38676453,130,-35.71875,30.90625,-44.125,-52.46875381,3.911546162,4.269691364,0.047501467,84.40363636,0.122825156,0.05648,0.028292561,0.197358395
487176969,Htr3a-Cre_NO152,inhibitory,TRUE,18.3068612,205.1561773,-78.40385437,170,-45.50000381,18.56250191,-67.96875763,-68.06250763,1.544738131,1.696726758,0.065987118,9.005,0.44404554,0.011735,,0
505512874,Cux2-CreERT2,excitatory,TRUE,12.58364961,118.2813272,-72.61104584,210,-43.625,42.28125,-46.53125381,-51.75000381,3.480022098,3.710417538,0.004260017,85.22545455,0.189999999,0.0233,0.036329489,0.130669871
523478869,Vip-IRES-Cre,inhibitory,TRUE,6.532075984,90.93761444,-80.34249115,249.9999847,-39.09375,13.65625,-49.75000381,-53.62500381,3.515984335,2.48738818,0.007333949,90.968,0.190891897,0.08572,-0.005993439,0
501014504,Rbp4-Cre_KL100,excitatory,TRUE,13.68461376,162.9687548,-66.12202454,70,-44.125,47.6875,-51.50000381,-55.00000381,3.428592667,3.713026725,0.065794349,186.84,0.285845296,0.07432,0.030942239,0.146558704
320207387,Scnn1a-Tg3-Cre,excitatory,TRUE,15.7470056,171.5625376,-67.61100006,170,-36.90625,30.28125191,-48.40625,-51.375,3.098691821,3.344744689,0.038417745,144.6,0.146212122,0.04535,,0
397348126,Nr5a1-Cre,excitatory,TRUE,20.50220126,176.5623391,-83.20809937,130,-37.75000381,36.59375,-51.56250381,-56.78125,4.216278806,4.919002396,0.030504851,,0.096875004,0.073995,,0.202326011
469763389,Rorb-IRES2-Cre-D,excitatory,TRUE,21.69334567,218.5937911,-81.90604401,90,-42.65625,28.53125191,-57.25000381,-62.31250381,3.514273875,3.949913102,0.02898743,85.355,0.230329468,0.05396,0.024826569,0.112739384
481017021,Pvalb-IRES-Cre,inhibitory,TRUE,5.758784797,70.31231374,-71.97671509,460,-34.3125,14.31250095,-60.68750381,-60.81250381,1.302738381,1.389863838,0.023399753,,0.521667806,0.00782,,0
478447600,Nr5a1-Cre,excitatory,TRUE,17.8996722,166.7187065,-77.05005646,170,-27.46875191,43.65625381,-45.56250381,-51.00000381,2.838597271,3.350548696,0.01191977,50.715,0.10447761,0.04087,0.069111703,0.197667226
475512108,Sst-IRES-Cre,inhibitory,TRUE,9.610658364,119.3751171,-69.77417755,249.9999847,-47.53125,25.03125191,-70.65625763,-70.78125,1.455715489,1.513973747,0.023786252,,0.959408625,0.00619,,0
341459814,Pvalb-IRES-Cre,inhibitory,TRUE,6.291526357,70.6249997,-69.88036346,380,-41.3125,-1.28125,-58.21875,-58.25000381,1.078710788,1.102020115,0.027308665,31.7875,0.888241268,0.36172,-0.044625171,0
476100382,Sst-IRES-Cre,inhibitory,TRUE,20.08252223,167.9463238,-68.340271,70,-47.96875381,5.0625,-58.18750381,-58.34375381,2.118412585,1.953717718,0.0235493,246.9,0.12551188,0.029015,0.579262892,0
488430487,Ntsr1-Cre_GN220,excitatory,TRUE,10.94589398,79.99999821,-82.50603485,350,-35,32.28125,-46.75,-52.78125381,2.579476935,3.227251332,0.107222773,67.97,0.121274779,0.03793,,0
526946319,Ctgf-2A-dgCre,excitatory,TRUE,23.74063532,85.78132838,-78.32981873,210,-44.84375381,40.75,-50.68750381,-56.71875,4.375602184,4.275838991,0.046508383,108.7825,0.148711942,0.10988,0.008749423,0
486110216,Rbp4-Cre_KL100,excitatory,TRUE,23.5713573,335.9377086,-65.90883636,110,-34.15625,29.1875,-46.78125381,-50.8125,2.393242218,2.547143208,0.048572343,,0.044884492,0.043565,,0.373109671
479298854,Pvalb-IRES-Cre,inhibitory,TRUE,5.050994583,58.59378725,-77.01545715,520,-38.09375381,9.500000954,-61.03125381,-61.18750381,1.242690961,1.453792063,0.05428151,16.1702459,0.576906812,0.00846,-0.005350953,0
500894271,Rorb-IRES2-Cre-D,excitatory,TRUE,17.42697688,185.4688227,-79.09329224,150,-32.59375381,39.75000381,-46.09375,-51.96875381,3.570136523,4.22723724,0.067646854,79.55166667,0.225852279,0.04296,0.026020641,0.111860596
556369531,Chrna2-Cre_OE25,inhibitory,TRUE,42.93050154,213.1251097,-67.70989227,70,-39.65625,34.78125,-49.46875381,-56.28125381,3.871348098,3.710905065,0.049296718,125.3666667,0.087330757,0.055405,0.178237419,0
487661754,Cux2-CreERT2,excitatory,TRUE,24.18782966,196.4062452,-80.77006531,70,-40.21875,43.40625,-48.34375,-56.59375381,3.842614265,4.433927184,0.008573316,113.5435714,0.173261206,0.05755,0.082873052,0.36521516
464191630,Htr3a-Cre_NO152,inhibitory,TRUE,14.24367643,291.8750048,-68.55874634,50,-38.28125,17,-53.28125,-53.40625381,2.339002606,2.395802766,0.239930257,21.231,0.053082192,0.01904,0.10555626,0
489731121,Nr5a1-Cre,excitatory,TRUE,18.28790891,130.1561296,-79.26220703,150,-36.75,32.43750381,-47.0625,-54.90625381,3.313076173,3.734167543,0.042786203,75.043,0.104446467,0.040755,0.178353475,0.195847176
522152249,Ntsr1-Cre_GN220,excitatory,TRUE,17.96490752,194.2187846,-77.80363464,190,-29.21875191,28.18750191,-43.40625,-46.65625,2.157424586,3.012102789,0.141468033,,0.01461039,0.02006,,0
556363725,Chrna2-Cre_OE25,inhibitory,TRUE,19.39619751,105.0001085,-72.03099823,130,-37.90625,42.78125381,-49.00000381,-56,4.690221216,4.750463471,0.108139016,111.165,0.085930409,0.08058,0.023933767,0
485958978,Cux2-CreERT2,excitatory,TRUE,18.97629033,127.8125048,-74.21052551,150,-38.4375,39.46875,-46.12500381,-55.71875381,3.812401369,3.781571703,0.106968932,143.7566667,0.033669122,0.073905,0.194776278,0
488683425,Rbp4-Cre_KL100,excitatory,TRUE,13.65890969,98.34442139,-68.20192719,150,-43.78125,23.59375191,-51.96875381,-55.71875381,2.094328217,2.252908128,0.192859948,50.37210526,0.210344907,0.025115,0.003207964,0
479225294,Rorb-IRES2-Cre-D,excitatory,TRUE,20.43393865,214.5312876,-74.41059875,70,-42.59375,41.90625381,-54.59375381,-59.68750381,2.709897683,2.946125311,0.062032547,76.46125,0.222500016,0.04385,0.036128323,0.174093123
482649712,Htr3a-Cre_NO152,inhibitory,TRUE,9.510052862,164.6875441,-68.8334198,140,-29.68750191,6.5,-45.43750381,-46.34375,2.698098225,2.043433559,0.004903133,50.33447368,0.252807336,0.04162,0.00747413,0
318808427,Nr5a1-Cre,excitatory,TRUE,15.841726,189.0624911,-75.57073975,130,-35.96875,31.84375191,-47.40625381,-51.78125381,3.1326653,3.466478612,0.051283076,61.63916667,0.200630261,0.02215,0.016569567,0.228803038
502999078,Cux2-CreERT2,excitatory,TRUE,25.8783158,217.1876878,-70.78517151,50,-33.68750381,44.125,-48.5625,-56.46875,3.804789532,4.17296804,0.052309755,56.16352941,0.223913043,0.04022,0.013516768,0.107792814
324032509,Rorb-IRES2-Cre-D,excitatory,TRUE,19.30787185,164.5312905,-82.52419281,90,-34.125,43,-46.15625,-52.90625381,3.361573266,4.220433425,0.058383729,69.60153846,0.156308658,0.05263,0.037503555,0.176941225
482516631,Pvalb-IRES-Cre,inhibitory,TRUE,6.880349224,102.0312533,-75.24829865,270,-43.68750381,16.21875191,-65.71875763,-65.78125,1.147831967,1.23003412,0.044828389,6.68,1.142708283,0.0066,-0.002245509,0
569477234,Chrna2-Cre_OE25,inhibitory,TRUE,34.46324113,247.2097874,-75.76738739,90,-33.8125,38.03125,-45.90625381,-54.93750381,2.970454898,3.071412811,0.130555034,126.19,0.147222222,0.0499,0.389809018,0.307692308
479508018,Rorb-IRES2-Cre-D,excitatory,TRUE,21.29566784,189.3749982,-72.23723602,130,-36.03125,46.28125381,-49.03125381,-53.62500381,4.957589516,4.53861343,0.113283351,106.3575,0.035307015,0.058835,0.097033648,0
504643398,Cux2-CreERT2,excitatory,TRUE,21.26131019,166.5624231,-79.36051178,90,-31.96875,37.46875,-48.06250381,-52.28125381,3.563955147,3.782907843,0.034778561,61.62533333,0.200471698,0.05464,0.019705163,0.120225423
476764144,Sst-IRES-Cre,inhibitory,TRUE,7.898440918,161.0937566,-74.73808289,240.0000153,-44.09375,12.625,-62.59375,-62.6875,1.16197089,1.201171467,0.075399309,4.7875,1.85718522,0.00516,-0.060052219,0
526951157,Ctgf-2A-dgCre,excitatory,TRUE,10.19860559,150.1563638,-66.09661865,50,-46.00000381,42.56250381,-51.50000381,-55.84375,4.04313819,4.138719924,0.08699277,55.53529412,0.278333333,0.02666,0.009152592,0
397353539,Nr5a1-Cre,excitatory,TRUE,16.48434203,148.4373659,-76.76602173,150,-35.03125,37.0625,-46.03125,-50.09375,3.630823103,4.175850525,0.046664298,54.24,0.052676056,0.035925,0.209255162,0.261272203
479225080,Rorb-IRES2-Cre-D,excitatory,TRUE,24.72129302,174.3750721,-74.57196045,70,-36.84375,39.5,-43.375,-57.00000381,3.460560015,3.575213817,0.090288319,83.40181818,0.209598225,0.06478,0.024119455,0
490283519,Scnn1a-Tg2-Cre,excitatory,TRUE,25.76814136,121.0936382,-73.85773468,110,-36.28125,32.0625,-45.71875,-57.12500381,3.460812067,4.059045452,0.08306352,149.989,0.090098575,0.08562,0.111099019,0
570459682,Chat-IRES-Cre-neo,inhibitory,TRUE,11.17299981,168.9060926,-61.28577042,59.99999619,-40.59375,37.5,-51.375,-51.4375,2.584711401,3.115442491,0.06184189,120.3114286,0.139005234,0.00822,0.099620165,0
515202564,Scnn1a-Tg3-Cre,excitatory,TRUE,20.8559734,123.9062473,-77.85886383,100,-38.21875,32,-48.53125381,-59.25000381,3.824072984,3.830650471,0.069372654,71.54769231,0.141274453,0.05996,0.015462313,0
481127348,Pvalb-IRES-Cre,inhibitory,TRUE,6.36040935,118.4374988,-74.41637421,230,-34.875,12.25000095,-57.21875381,-57.34375,1.488835595,1.696733341,0.025285287,14.21,0.726562493,0.00983,0.074312374,0
484770879,Rorb-IRES2-Cre-D,excitatory,TRUE,17.43834352,168.4373915,-75.82919312,130,-36.40625381,39.12500381,-50.875,-54.68750381,3.318061105,3.868559353,0.017789865,95.125,0.278774436,0.041875,0.073339843,0.187622458
504608602,Sst-IRES-Cre,inhibitory,TRUE,37.99276903,525.000453,-63.05999756,50,-41,27.875,-61.75000381,-61.84375381,1.698160558,1.767129805,0.030061554,37.17461538,0.4016,0.0149,0.011739927,0
566305266,Nkx2-1-CreERT2,inhibitory,TRUE,14.24761713,174.3751168,-65.88147736,160,-45.84375381,16.56250191,-56.625,-56.68750381,1.508063666,1.485622213,0.013016039,10.16845361,1.257439807,0.00494,-7.73E-05,0
490205998,Scnn1a-Tg2-Cre,excitatory,TRUE,19.118749,104.8437878,-74.87526703,230,-41.09375,24.15625191,-47.21875,-52.5625,3.593368845,3.349328783,0.037169531,119.1921429,0.137754044,0.043765,0.138777955,0
480273887,Rorb-IRES2-Cre-D,excitatory,TRUE,28.57791279,129.8437864,-68.98879242,110,-34.6875,48.5,-42.81250381,-53.6875,4.111181037,4.017870873,0.119937629,128.1691667,0.087690182,0.097435,0.025131928,0
481093525,Pvalb-IRES-Cre,inhibitory,TRUE,8.314570548,78.28125358,-69.00126648,370,-30.3125,1.812500119,-51.56250381,-51.65625381,1.265865241,1.32153681,0.058453225,10.025,0.93112715,0.005435,,0
501570114,Vip-IRES-Cre,inhibitory,TRUE,12.57192404,217.1873897,-72.93928528,70,-40.78125381,28.81250191,-49.81250381,-50.03125381,2.526893602,2.835310827,0.051298689,60.3575,0.2203125,0.01412,0.020838546,0
