specimen_ID,cre,excitation,has_reset_rules,tau,ri,vrest,threshold_i_long_square,threshold_v_long_square,peak_v_long_square,fast_trough_v_long_square,trough_v_long_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_short_square,sag,avg_isi,f_i_curve_slope,latency,adaptation,max_burstiness_across_sweeps
471789504,Ntsr1-Cre_GN220,excitatory,TRUE,15.44005323,191.4061755,-71.14360809,150,-28.46875191,29.3125,-41.8125,-43.96875381,2.714338354,2.557034118,0.064362869,95.111,0.201461044,0.03914,0.109118861,0.428404504
500966656,Sst-IRES-Cre,inhibitory,TRUE,23.24448837,232.0313156,-70.61534882,70,-39.93750381,21.375,-57.09375381,-57.28125381,1.882505794,1.863448218,0.080714859,49.98842105,0.360044643,0.03302,0.023051752,0
482690728,Sst-IRES-Cre,inhibitory,TRUE,10.10870404,162.5447124,-70.60752869,110,-38.78125,22.71875191,-63.59375381,-63.84375,1.184863343,1.355900372,0.074003793,15.53349206,0.92445263,0.01049,0.003541695,0
480778441,Rorb-IRES2-Cre-D,excitatory,TRUE,27.53307814,241.406247,-78.1602478,50,-41.09375,46.37500381,-48.87500381,-55.87500381,4.027633222,3.99639218,0.01524764,65.86923077,0.233664021,0.06385,0.036884485,0.167133102
514767977,Vip-IRES-Cre,inhibitory,TRUE,10.90956786,226.093784,-78.35794067,59.99999619,-42.09375381,28.875,-56.84375381,-56.93750381,2.165474217,2.223453319,0.155992746,39.39272727,0.164123101,0.01358,0.029867645,0.852372035
480999763,Htr3a-Cre_NO152,inhibitory,TRUE,10.85564731,315.9374893,-72.35136414,40,-45.375,28.84375191,-53.96875381,-54.15625,2.831951929,2.790548567,0.072896913,19.84265306,0.60249616,0.01073,0.013154428,0.303887438
517319635,Cux2-CreERT2,excitatory,TRUE,27.58124621,153.4374654,-75.48875427,110,-38.6875,36.25000381,-48.25,-56.21875381,3.771587762,3.492694324,0.004191252,,0.122216555,0.1058,,0
579981789,Ndnf-IRES2-dgCre,inhibitory,TRUE,16.70561712,212.8124982,-72.16459656,90,-42.5,47.43750381,-54.90625381,-56.3125,3.63077431,3.922286591,0.148680374,75.79333333,0.210756972,0.02552,0.018214119,0
471131311,Rbp4-Cre_KL100,excitatory,TRUE,13.16475898,127.343744,-69.2325592,110,-38.65625381,34.65625381,-47.625,-53.50000381,3.007641274,2.870831348,0.178190753,59.558125,0.230699495,0.0368,0.014279348,0.331643896
485579168,Rbp4-Cre_KL100,excitatory,TRUE,18.92291472,122.8126585,-77.00246429,170,-30.81250191,31.09375191,-44.1875,-50,2.46979509,3.050234038,0.112924814,56.77,0.027665705,0.047385,,0.410237869
325919795,Rbp4-Cre_KL100,excitatory,TRUE,21.87997083,254.0625036,-77.1006546,70,-42.46875381,29.375,-53.8125,-58.9375,2.921404395,2.384370917,0.289511502,61.953,0.235501066,0.0387,0.010159361,0
510106222,Ctgf-2A-dgCre,excitatory,TRUE,17.01897411,156.8748802,-67.03533936,110,-42.71875381,38.375,-48.46875381,-53.06250381,6.096556073,5.189098985,0.013728385,68.485,0.191269852,0.064,0.026869157,0
468120757,Scnn1a-Tg3-Cre,excitatory,TRUE,16.33833272,135.3124976,-69.08446503,210,-27.37500191,36.25,-43.25000381,-48.90625,3.136395181,3.406289055,0.11409016,151.4933333,0.13637931,0.0501,0.199393343,0
526950199,Ctgf-2A-dgCre,excitatory,TRUE,18.60929358,217.8571075,-65.50995636,40,-41.75000381,40.6875,-50.71875,-55.50000381,4.351523536,4.259133531,0.155089214,58.2925,0.25,0.02208,0.05621605,0
569730838,Chrna2-Cre_OE25,inhibitory,TRUE,23.7065811,190.937534,-76.54360962,59.99999619,-40.34375,41.37500381,-48.65625,-58.81250381,3.881477554,3.775110347,0.131219402,115.305,0.13464052,0.06006,0.069927965,0.249790444
487358945,Cux2-CreERT2,excitatory,TRUE,22.38129423,151.562646,-77.83813477,130,-33.40625,33.1875,-45.03125381,-54.25,4.815330821,4.96944377,0.038672365,140.73,0.002463192,0.10863,,0
491030723,Sst-IRES-Cre,inhibitory,TRUE,24.51510992,186.7187172,-71.58114624,120.0000076,-42.65625,12.65625095,-54.25,-54.50000381,2.019670086,2.053873581,0.073754176,36.50666667,0.33383573,0.02309,0.148728704,0
467003163,Rorb-IRES2-Cre-D,excitatory,TRUE,11.62079009,130.3125769,-71.00006866,210,-39.21875,42.75,-51.9375,-54.59375381,3.766885103,3.67303295,0.008927308,60.61285714,0.127976186,0.014835,0.135492201,0.189683993
323777372,Scnn1a-Tg3-Cre,excitatory,TRUE,16.59312222,144.6875334,-61.42612076,70,-34.6875,35.84375381,-49,-53.28125,3.09143554,3.928893949,0.010155126,62.01833333,0.252310924,0.029715,0.029641793,0
476056333,Scnn1a-Tg2-Cre,excitatory,TRUE,18.71314895,158.1250429,-72.29560852,90,-32.46875,35.71875,-41.59375381,-47.9375,4.150009569,4.004229267,0.03639495,71.72153846,0.17254465,0.06211,0.027384956,0
557261437,Chat-IRES-Cre-neo,inhibitory,TRUE,11.22719404,195.0892806,-70.43540192,90,-34.59375,32.15625,-43.21875,-44.28125,2.565553846,3.345663629,0.098280974,77.79166667,0.222767857,0.0138,-0.031441039,0
467831649,Scnn1a-Tg2-Cre,excitatory,TRUE,18.07014058,96.09378874,-77.25437927,270,-37.90625,29.12500191,-48.75000381,-53.15625381,4.412014401,4.055968084,0.013809583,72.635,0.055714286,0.05712,,0
565778331,Ndnf-IRES2-dgCre,inhibitory,TRUE,15.52960656,90.31245857,-66.55653381,130,-38.90625,47.40625381,-44.78125381,-54.09375381,3.286741888,3.029946855,0.185009062,104.2,0.136731144,0.04866,0.050491503,0.310719132
318556138,Pvalb-IRES-Cre,inhibitory,TRUE,10.53006354,148.7499923,-70.46586609,110,-42.125,26.5,-64.40625,-64.50000763,1.378921057,1.405635464,0.056528941,10.33,1.005949942,0.007635,0.001761589,0
476457450,Nr5a1-Cre,excitatory,TRUE,24.6336885,210.468635,-75.30361176,70,-37.78125381,37.71875,-45.6875,-48.25,3.237167867,3.607511636,0.052643947,62.894,0.159469707,0.04292,0.047694578,0.388523048
476053392,Rorb-IRES2-Cre-D,excitatory,TRUE,19.94620678,132.0314407,-77.57313538,90,-41.34375381,49.87500381,-48.93750381,-55.75,4.073372887,4.424470578,0.026916487,,0.158219189,0.131265,,0.202708351
475057898,Sst-IRES-Cre,inhibitory,TRUE,24.97532276,212.4998868,-73.6112442,90,-42.34375,32.65625381,-59.53125381,-59.62500381,2.141015128,2.066768261,0.274229348,45.41952381,0.373477421,0.04263,0.008799036,0
502887600,Rorb-IRES2-Cre-D,excitatory,TRUE,22.95216819,184.8438233,-76.53623962,70,-41.46875,37.875,-52.46875381,-63.3125,4.039118339,3.540051328,0.137442619,103.7377778,0.13589404,0.05102,0.039957482,0.170190275
485912047,Cux2-CreERT2,excitatory,TRUE,23.43335604,177.0312935,-73.62293243,80,-40.46875381,40.34375,-49.87500381,-59.12500381,4.020990864,4.093883376,0.068702482,88.2835,0.171405456,0.03633,0.065382905,0.178863891
480268803,Rorb-IRES2-Cre-D,excitatory,TRUE,28.10313562,248.1250018,-73.46385956,50,-32.78125,44.71875381,-46.78125381,-52.59375381,3.64611331,2.803240248,0.053754795,53.98735294,0.282026144,0.05778,0.021990432,0.246668225
486893033,Scnn1a-Tg3-Cre,excitatory,TRUE,20.91998148,178.5714328,-70.25778198,70,-30.87500191,37.65625,-38.40625381,-53.62500381,2.520894012,3.093273667,0.130529895,94.51944444,0.202618005,0.06665,0.039201811,0.214285714
513593674,Cux2-CreERT2,excitatory,TRUE,15.40007608,134.6875429,-81.16104889,150,-36.15625381,40.28125,-47.78125,-51.03125381,3.631511898,4.300414036,0.029723564,74.37,0.031354356,0.04106,0.130370893,0.244232882
322761772,Rorb-IRES2-Cre-D,excitatory,TRUE,19.99894487,150.3125727,-82.96838379,110,-36.28125,39.90625381,-48.84375381,-57.40625,3.13302038,3.704824362,0.012836304,72.12730769,0.178253437,0.060175,0.023314793,0.23790355
475622793,Htr3a-Cre_NO152,inhibitory,TRUE,9.618113206,162.5000834,-68.18525696,170,-41.09375,39.5,-48.37500381,-51.50000381,3.032605464,2.892866689,0.056426968,152.815,0.20133929,0.00798,0.109238073,0.101401484
515056927,Scnn1a-Tg3-Cre,excitatory,TRUE,26.85659371,263.5937333,-77.09442139,50,-36.21875,44.84375381,-51.90625381,-57.00000381,3.737997352,4.019866579,0.012705338,50.49222222,0.235368659,0.03494,0.014130259,0.136414048
521938313,Cux2-CreERT2,excitatory,TRUE,27.19688304,243.7498868,-75.39405823,110,-33.1875,38.375,-46.87500381,-51.21875,3.63182084,3.570414246,0.036178779,63.33733333,0.271845145,0.04018,0.022414799,0.13338301
480087928,Rorb-IRES2-Cre-D,excitatory,TRUE,35.84129168,230.0446779,-73.20832825,50,-36.15625381,37.53125381,-48.5,-55.90625,3.522291795,2.989391061,0.032344256,58.05166667,0.199214145,0.05784,0.018391987,0.155745408
504635521,Ctgf-2A-dgCre,excitatory,TRUE,28.82961207,268.4150338,-75.58745575,50,-43.40625,31.46875191,-52.06250381,-57.46875381,3.622040941,3.503021864,0.12236011,69.59846154,0.228333333,0.05622,0.017931251,0
521399472,Cux2-CreERT2,excitatory,TRUE,19.29626468,87.18746156,-79.14630127,190,-38.96875381,33.5625,-46.34375,-56.12500381,3.669870142,3.81620598,0.047224056,112.095,0.121205358,0.09148,0.019202424,0
480647923,Scnn1a-Tg2-Cre,excitatory,TRUE,28.87789717,204.3749988,-67.80721283,50,-28.15625,49.625,-35.59375,-49.00000381,3.536048804,4.133213677,0.100718051,118.5857143,0.195454545,0.08357,0.063796897,0.204839267
490259892,Ntsr1-Cre_GN220,excitatory,TRUE,22.64241927,206.7186683,-61.26511383,50,-31.96875,28.28125191,-45.12500381,-48.25,2.318318112,2.622991299,0.215651631,41.73318182,0.269510582,0.042005,0.008309021,0
486264574,Cux2-CreERT2,excitatory,TRUE,20.85536858,161.2500399,-73.9249649,150,-31.90625,28.06250191,-45.03125381,-51.65625381,3.708649696,4.060512057,0.081752747,,0.141289438,0.10578,,0
486352114,Sst-IRES-Cre,inhibitory,TRUE,7.397335206,135.1562142,-76.03022766,170,-39.65625,19.12500191,-64.03125,-64.06250763,1.471698068,1.600572448,0.054915577,10.97,0.976904182,0.0081,0.107110301,0
526943222,Ndnf-IRES2-dgCre,inhibitory,TRUE,19.153995,179.5313209,-67.04627228,110,-37.09375,26.50000191,-53.65625381,-54.50000381,3.277697075,2.61938133,0.029833993,51.3175,0.253218889,0.14006,-0.016835685,0
575774870,Chat-IRES-Cre-neo,inhibitory,TRUE,13.00202865,167.3438251,-68.01154327,130,-37.3125,32,-48.03125,-49.90625381,3.300897532,3.26674447,0.031657651,,0.00770548,0.01082,,0
386970660,Nr5a1-Cre,excitatory,TRUE,29.91444574,226.8749923,-72.01635742,50,-36.78125,33.3125,-48.375,-57.53125381,3.038636214,3.118298209,0.037864748,70.415,0.213515309,0.055965,0.016471084,0.215017065
323452245,Sst-IRES-Cre,inhibitory,TRUE,13.86822468,66.24995917,-71.97920227,390,-46.875,32.78125,-48.84375381,-51.21875,3.718801887,3.633284959,0.077811502,,0.011764706,0.012775,,0
513832252,Scnn1a-Tg3-Cre,excitatory,TRUE,15.31038573,123.9062473,-79.6576767,80,-33.40625,37.90625,-44.96875,-59.00000381,3.384780266,3.890813091,0.119535215,73.74,0.189501916,0.05546,0.029264103,0.179087875
328015342,Sst-IRES-Cre,inhibitory,TRUE,23.51016651,211.8749917,-70.39728546,90,-42.46875381,36.59375,-50.71875,-54.15625,2.205640364,2.15262037,0.259266615,71.00769231,0.300697674,0.036845,0.030695711,0.18228253
313861677,Rorb-IRES2-Cre-D,excitatory,TRUE,21.10764133,220.9374607,-71.06369019,70,-36.46875,50.43750381,-48.3125,-53.46875381,4.780396083,4.752008608,0.02638153,,0.159430255,0.143365,,0
526531616,Ndnf-IRES2-dgCre,inhibitory,TRUE,9.050988373,143.9061761,-72.55799103,140,-34.84375,25.62500191,-53.4375,-54.50000381,2.980973444,2.546600638,0.026340136,28.11235294,0.303639855,0.0289,0.006942495,0
476266853,Scnn1a-Tg3-Cre,excitatory,TRUE,15.65549742,181.2501252,-75.17740631,180,-40.125,47.03125381,-52,-53.78125381,4.435970622,5.234712943,0.031475555,45.055625,0.167357914,0.018035,0.079400551,0.259018812
479179020,Rorb-IRES2-Cre-D,excitatory,TRUE,26.85008807,190.9375042,-71.72515869,50,-43.40625,46.5,-51.65625381,-56.0625,3.890979003,4.208229142,0.047976289,74.37875,0.242635659,0.047025,0.048978994,0
473593847,Sst-IRES-Cre,inhibitory,TRUE,19.01169263,197.3436773,-74.26083374,130,-40.40625381,37,-57.78125381,-57.90625,1.968910414,1.837768462,0.062688664,32.18,0.08039773,0.02869,0.321472965,0
566563603,Nkx2-1-CreERT2,inhibitory,TRUE,13.27545979,202.72322,-71.82756805,110,-28.09375191,16.15625,-52.71875,-56.34375381,2.634109656,2.409313696,0.028953467,72.24333333,0.160497578,0.12866,-0.009415547,0
491026389,Sst-IRES-Cre,inhibitory,TRUE,22.53014077,221.0714221,-72.03316498,110,-46.00000381,22.84375,-59.62500381,-59.65625,1.595525784,1.620718356,0.10474892,45.8125,0.147501031,0.03428,0.223028649,0
563535101,Chat-IRES-Cre-neo,inhibitory,TRUE,10.11079494,195.6249624,-74.19271088,90,-43.78125,29.00000191,-51.21875,-51.375,2.885344542,3.131281284,0.07246013,140.92,0.022431507,0.01078,,0.260468935
567354967,Chrna2-Cre_OE25,inhibitory,TRUE,21.56773935,276.8750489,-70.87187958,50,-44.03125,39.78125,-61.03125381,-61.31250381,2.776381387,2.667374254,0.166442588,43.97619048,0.402333333,0.03044,0.008669055,0
476686112,Sst-IRES-Cre,inhibitory,TRUE,26.90923266,240.7812923,-64.78407288,50,-37.65625,46.40625,-58.59375381,-58.78125,1.751767367,1.871298612,0.116980828,58.4721875,0.381982759,0.041995,0.015610126,0
466632464,Ntsr1-Cre_GN220,excitatory,TRUE,17.82524773,172.3437458,-72.85210419,130,-33.9375,30.375,-49.4375,-53.40625,2.455814351,2.542698816,0.166858181,93.429,0.162266362,0.051735,0.025906509,0.105131348
504647603,Rorb-IRES2-Cre-D,excitatory,TRUE,18.2617507,127.1427423,-78.29278564,130,-33.09375,36.375,-48.5,-54.46875,3.987324496,4.027185593,0.039776992,,0.182860779,0.13602,,0
475751758,Scnn1a-Tg2-Cre,excitatory,TRUE,23.52280386,161.2500399,-76.41734314,90,-36.56250381,38.71875381,-43.09375381,-53.84375,3.455637882,3.433396088,0.06777627,92.35888889,0.147991077,0.08169,0.020983868,0.138995869
314529406,Rorb-IRES2-Cre-D,excitatory,TRUE,27.68235487,196.8749613,-73.44106293,50,-37.59375381,42.5,-49.9375,-56.50000381,4.13520298,4.42052622,0.015257731,65.49357143,0.219878049,0.05602,0.023521735,0.142192621
477490421,Pvalb-IRES-Cre,inhibitory,TRUE,6.761502688,81.87496662,-70.46225739,410,-28.28125191,10.15625095,-53.31250381,-53.37500381,1.008617393,1.240229243,0.058627158,13.65149254,0.66108916,0.077545,0.002668887,0
475619045,Htr3a-Cre_NO152,inhibitory,TRUE,17.28310473,252.1875203,-60.18828201,70,-43.15625,28.62500191,-54.84375381,-55.00000381,2.016593348,2.084930156,0.053111836,,0.033069979,0.006925,,0
475848827,Rorb-IRES2-Cre-D,excitatory,TRUE,43.25945858,330.3124309,-61.62671661,30.00000191,-33.90625,35.06250381,-46.93750381,-49.09375381,2.193247042,2.850005994,0.018837178,43.62545455,0.340243906,0.0315,0.014065174,0
475585413,Htr3a-Cre_NO152,inhibitory,TRUE,9.725434553,214.8437947,-65.23297882,120.0000076,-34.59375,28.28125191,-50.90625381,-51.62500381,2.525407442,2.631254348,0.032412529,32.97844828,0.33130845,0.008185,0.008651273,0
581138223,Nkx2-1-CreERT2,inhibitory,TRUE,13.73741038,207.6562494,-64.15873718,90,-34.96875381,31.0625,-51.62500381,-54.875,3.604976369,2.899182413,0.006749962,56.68875,0.228709056,0.07998,-0.021421949,0
553219924,Chat-IRES-Cre-neo,inhibitory,TRUE,6.624721879,147.3438293,-76.09017944,130,-49.84375,43.34375381,-53.28125,-53.31250381,2.907656092,2.864118583,0.067417301,79.52166667,0.161611374,0.00616,0.02705562,0.583843329
471819401,Ntsr1-Cre_GN220,excitatory,TRUE,13.7837215,131.7907572,-77.49343109,190,-32.28125,34.18750381,-48.93750381,-50.8125,2.20498477,2.690658661,0.16091679,116.5925,0.183862434,0.027465,0.120438047,0.244855967
505476170,Cux2-CreERT2,excitatory,TRUE,23.60814099,216.5625095,-71.40153503,110,-36.56250381,40.65625381,-50.34375,-54.875,4.240384942,4.131234935,0.054081175,61.5,0.214845276,0.03966,0.014413895,0
485578197,Rbp4-Cre_KL100,excitatory,TRUE,19.18082536,167.96875,-77.26193237,190,-32.28125,31.62500191,-45.84375381,-48.75000381,2.875894375,3.355912945,0.094158262,67.251,0.102876105,0.040295,0.068802619,0.262106307
478716304,Sst-IRES-Cre,inhibitory,TRUE,17.26916911,232.1875095,-71.75421906,60.00000381,-44.06250381,17.12500191,-60.375,-60.50000381,1.653559131,1.677288403,0.111068346,39.13104167,0.433858297,0.02165,0.012247585,0
330080937,Pvalb-IRES-Cre,inhibitory,TRUE,5.905447787,123.4375015,-81.43587494,249.9999847,-30.28125191,10.09375,-55.90625,-56.03125,1.203992452,1.527795546,0.02198589,,0.921106456,0.0111,,0
487306716,Pvalb-IRES-Cre,inhibitory,TRUE,6.285929626,91.71886742,-72.91931152,320,-34.96875381,11.78125,-65.15625,-65.28125,1.008696889,1.215184533,0.042706203,7.835,1.190481809,0.006185,0.087428207,0
485570372,Nr5a1-Cre,excitatory,TRUE,20.67276757,197.1429586,-76.78958893,90,-33.62500381,38.71875381,-47.50000381,-51.6875,3.039968356,3.408074025,0.073027819,49.29708333,0.224731192,0.022735,0.037687866,0.280424685
486176465,Rbp4-Cre_KL100,excitatory,TRUE,25.78794583,173.124969,-77.81387329,90,-37.78125381,38.00000381,-46.25,-52.3125,4.165792246,3.371891139,0.091422342,79.265,0.154196438,0.07411,0.020759717,0
490485142,Ntsr1-Cre_GN220,excitatory,TRUE,14.93066827,154.2188227,-77.58253479,249.9999847,-29.71875191,24.25,-43.43750381,-48.5,2.181876568,2.625994846,0.161058441,,0.00969764,0.032295,,0
326734770,Htr3a-Cre_NO152,inhibitory,TRUE,8.735452707,152.8125405,-66.51059723,100,-34.81250381,16.34375,-50,-53.5,2.443984163,2.534670064,0.030323107,52.08444444,0.236583937,0.016285,0.010859065,0.355873643
476099282,Sst-IRES-Cre,inhibitory,TRUE,17.17763025,262.8905177,-73.16152191,80,-45.34375381,36.59375,-59.12500381,-59.25000381,2.088322554,2.120910221,0.077836946,80.40636364,0.353027541,0.013745,0.088059122,0
475894121,Pvalb-IRES-Cre,inhibitory,TRUE,6.198585634,149.6875733,-78.50948334,200,-34.03125381,13.84375095,-56.46875,-56.59375381,1.335223963,1.635447589,0.061902463,14.98,0.780911107,0.01381,,0
324053519,Rorb-IRES2-Cre-D,excitatory,TRUE,26.00198632,146.2499946,-78.39602661,90,-34.5,43.15625,-42.46875381,-54.53125,4.825868383,4.752498384,0.03500656,122.7866667,0.092500005,0.091185,0.119178592,0
488708322,Pvalb-IRES-Cre,inhibitory,TRUE,6.983807431,105.4018214,-74.5553894,340,-39.65625,9.125000954,-59.37500381,-59.46875381,1.324081156,1.357424503,0.070144586,10.525,0.117980614,0.008955,0.109263658,0
478947222,Pvalb-IRES-Cre,inhibitory,TRUE,8.316692295,155.1563293,-77.756073,209.9999847,-36.4375,16.25000191,-60.03125381,-60.09375381,1.378055475,1.617708924,0.013872665,11.055,0.164508906,0.01007,,0
561517025,Nkx2-1-CreERT2,inhibitory,TRUE,6.58957217,95.31261027,-72.64405823,320,-32.18750381,23.31250191,-54.40625,-54.50000381,1.374866153,1.478389622,0.073126286,20.5372093,0.755639798,0.07264,0.005894472,0
480351780,Rorb-IRES2-Cre-D,excitatory,TRUE,15.96117199,136.7187947,-61.49115372,70,-37.37500381,46.03125,-47.28125381,-53.78125381,3.539098452,3.566169824,0.087722898,56.73647059,0.186829279,0.029705,0.023302046,0.257753274
329557305,Rorb-IRES2-Cre-D,excitatory,TRUE,19.04481003,126.4062822,-83.34430695,190,-36.00000381,36.78125,-48.75000381,-54.84375,3.72470463,3.708429326,0.013433711,98.48625,0.107494143,0.0545,0.126456179,0.268111455
560924223,Chat-IRES-Cre-neo,inhibitory,TRUE,10.81309049,167.0313627,-69.91178894,90,-37.71875,31.00000191,-44.40625381,-48.31250381,3.005285685,3.268788844,0.069448583,,0.006647157,0.01494,,0
502269786,Nr5a1-Cre,excitatory,TRUE,16.96248033,142.9687142,-78.80503845,230,-38.56250381,37.71875,-52.03125381,-55.00000381,3.991494064,4.160698908,0.004699362,149.07,0.19666665,0.03052,0.201385812,0.166741979
324025297,Rorb-IRES2-Cre-D,excitatory,TRUE,27.99012096,231.5624952,-74.45582581,70,-35.65625,37.78125,-45.875,-54.59375381,3.609865385,3.192830784,0.05477798,81.85045455,0.183333333,0.06451,0.025948572,0.18737205
514824979,Htr3a-Cre_NO152,inhibitory,TRUE,11.17335828,170.312494,-73.29692078,70,-39.34375381,16.78125,-50.75000381,-51.09375381,2.555152195,2.980521937,0.080090784,51.15052632,0.184340659,0.01136,-0.01656415,0
478793814,Pvalb-IRES-Cre,inhibitory,TRUE,7.294103547,67.18768924,-78.44791412,310,-35.40625,11.625,-59.40625381,-59.53125381,1.393662928,1.609451553,0.067719519,17.35571429,0.716402057,0.013485,0.003198159,0
515249852,Rbp4-Cre_KL100,excitatory,TRUE,15.28964405,128.7861317,-74.23421478,110,-41.09375,36.75,-50.46875381,-59.12500381,2.955757002,3.175604125,0.10357964,59.995,0.206250011,0.03832,0.008572206,0
485880739,Rbp4-Cre_KL100,excitatory,TRUE,17.69995655,121.5625405,-70.8589325,120.0000076,-43,44.1875,-46.56250381,-57.00000381,3.716896147,3.577437687,0.192191586,77.47916667,0.17387642,0.048245,0.05434484,0.536924724
523478821,Vip-IRES-Cre,inhibitory,TRUE,21.67014661,231.5624207,-71.28071594,59.99999619,-47.09375381,40.4375,-56.875,-57.09375381,2.994170427,2.881534015,0.023629462,44.00272727,0.311997013,0.02326,0.049694184,0.829862224
502193385,Nr5a1-Cre,excitatory,TRUE,18.30882305,259.2858076,-72.34536743,90,-39.37500381,41.28125381,-53.06250381,-56.78125,3.979868298,4.227205476,0.021789586,81.92857143,0.248937908,0.0254,0.102500476,0.236947791
515059388,Scnn1a-Tg3-Cre,excitatory,TRUE,20.49839315,130.3125322,-67.25919342,70,-39.15625,37.5625,-50.15625,-58.15625,3.925672576,3.905225751,0.032966454,79.91818182,0.169609508,0.06408,0.009507309,0.07697201
486175203,Cux2-CreERT2,excitatory,TRUE,26.55322957,212.0312899,-73.91915894,70,-36.09375381,38.46875381,-47.59375381,-55.46875381,3.098712973,3.236000921,0.046831667,46.556,0.264264976,0.035175,0.01801854,0.218235022
522147522,Ntsr1-Cre_GN220,excitatory,TRUE,11.7829915,149.1518617,-73.01085663,150,-34.03125381,46.5,-52.50000381,-53.03125,2.832993054,2.661199136,0.128024012,94.072,0.208333339,0.05872,0.045550396,0
486198953,Cux2-CreERT2,excitatory,TRUE,24.35058888,168.281287,-72.42538452,90,-34.21875,31.28125191,-46.21875381,-52.90625381,3.435799138,3.870173226,0.057390586,,0.11232666,0.09963,,0
507121819,Rorb-IRES2-Cre-D,excitatory,TRUE,30.69463408,188.9063269,-75.09128571,70,-39.09375,44.78125381,-51.50000381,-58.09375381,3.891808968,4.11386182,0.017620983,66.79428571,0.188099916,0.04922,0.014834684,0
532355382,Ctgf-2A-dgCre,excitatory,TRUE,19.89588246,230.46875,-68.23065186,70,-39.84375381,44.68750381,-54.59375381,-56.3125,3.52223161,3.736658034,0.060195509,81.48727273,0.206439394,0.02802,0.013953391,0
488359338,Rbp4-Cre_KL100,excitatory,TRUE,17.30121481,148.4375447,-78.66729736,209.9999847,-34.375,37.1875,-43.59375381,-48.75000381,3.011664946,3.704270795,0.149942681,,0.037873131,0.041435,,0.215188207
464212183,Sst-IRES-Cre,inhibitory,TRUE,19.08255019,223.4375775,-65.77171326,70,-40.53125,10.71875,-58.40625381,-58.59375,1.915683689,1.821178388,0.196279138,50.91222222,0.385990848,0.03078,0.010660192,0
502808270,Cux2-CreERT2,excitatory,TRUE,24.94367576,192.4999952,-74.24310303,59.99999619,-42.34375,40.31250381,-51.09375381,-60.15625381,4.352241433,4.348514219,0.099343538,56.35411765,0.206735156,0.0412,0.008685331,0
480718588,Rbp4-Cre_KL100,excitatory,TRUE,18.74811274,180.468753,-77.56826019,90,-39.8125,40.71875381,-46.71875381,-56.09375381,3.548158853,3.31092767,0.165725932,123.719,0.129289952,0.04564,0.206937365,0.651227292
486756093,Cux2-CreERT2,excitatory,TRUE,17.59302745,186.5624636,-77.52335358,90,-39.84375381,43.625,-48.96875,-52.40625,3.781917913,4.05441271,0.030736115,65.33071429,0.194337144,0.0392,0.038868346,0.112794613
476263004,Scnn1a-Tg3-Cre,excitatory,TRUE,15.37036211,172.6561785,-77.4682312,150,-38.00000381,41.25,-55.28125,-55.37500381,2.816590961,2.844464321,0.166490689,91.06142857,0.177272731,0.056105,0.069690863,0.339683492
479220013,Htr3a-Cre_NO152,inhibitory,TRUE,9.188640018,143.4375048,-69.08229065,170,-34.56250381,14.31250095,-54.28125381,-56.28125381,2.961358429,2.041196378,0.00683841,59.91466667,0.18482143,0.053835,-0.014975288,0
526801742,Ndnf-IRES2-dgCre,inhibitory,TRUE,9.680092138,185.9373897,-68.26287842,80,-37.59375381,22.9375,-52.18750381,-55.71875381,2.866436687,2.529017536,0.131265104,44.94380952,0.346889401,0.03218,-0.002711685,0
471087830,Pvalb-IRES-Cre,inhibitory,TRUE,6.194566099,138.7945414,-75.64860535,270,-35.03125,16.37500191,-61.46875381,-61.62500381,1.185436403,1.336006644,0.080078952,11.27833333,1.404545455,0.00745,0.029512663,0
508275137,Ntsr1-Cre_GN220,excitatory,TRUE,21.40822174,204.0624172,-69.58885956,130,-33.5625,35.62500381,-47.625,-49.71875381,2.465206712,3.106514331,0.07012178,51.5,0.170454553,0.02956,,0.250683683
478110866,Htr3a-Cre_NO152,inhibitory,TRUE,15.28256384,214.6875858,-75.12527466,50,-37.28125381,37.90625,-49.46875381,-49.59375381,2.809441365,2.980340231,0.110406376,33.89407407,0.319642857,0.029625,0.008572167,0.101088004
486510127,Nr5a1-Cre,excitatory,TRUE,15.557695,148.4373063,-80.26091766,170,-44.53125381,40.81250381,-52.53125381,-53.90625,3.685262841,4.029087003,0.037157465,,0.203999999,0.052085,,0.333200835
539742766,Ntsr1-Cre_GN220,excitatory,TRUE,19.12717036,162.8124565,-75.44876862,210,-35.34375,41.5625,-46,-46.25,2.831044117,3.164408635,0.114322603,485.78,0.120921985,0.01792,-0.192844498,0.284927391
479218494,Htr3a-Cre_NO152,inhibitory,TRUE,6.650085402,105.1562503,-72.05957794,249.9999847,-27.90625191,17.65625,-46.25,-48.15625381,3.005183428,2.296389467,0.023033727,48.35625,0.24714281,0.024985,0.003947597,0
554807988,Nkx2-1-CreERT2,inhibitory,TRUE,9.553246272,235.625118,-69.07585907,70,-38.46875381,11.53125095,-58.78125,-58.9375,1.569718857,1.674262707,0.023572175,16.60338983,0.970353982,0.01172,0.003199557,0
522108467,Htr3a-Cre_NO152,inhibitory,TRUE,24.1006622,363.5936975,-64.94191742,40,-37.5625,43.50000381,-48.8125,-53.00000381,3.38395769,2.530616515,0.148001075,50.50421053,0.296359743,0.01814,0.042407455,0
