specimen_id,cre,standard_err
532571720,Ctgf-2A-dgCre,0.0409085432
534141324,Sst-IRES-Cre,0.0191343279
534524026,Ctgf-2A-dgCre,0.184063496
535728342,Vip-IRES-Cre,0.0179361396
539742766,Ntsr1-Cre_GN220,0.0376479836
553219924,Chat-IRES-Cre-neo,0.0136817758
553541110,Chat-IRES-Cre-neo,0.0220975649
554807988,Nkx2-1-CreERT2,0.0386749604
555060623,Chrna2-Cre_OE25,0.1091860098
555251867,Chrna2-Cre_OE25,0.0391759624
555263276,Chrna2-Cre_OE25,0.0191040102
555898896,Chrna2-Cre_OE25,0.0257837717
556356342,Chrna2-Cre_OE25,0.07804132
556363725,Chrna2-Cre_OE25,0.082779111
556369531,Chrna2-Cre_OE25,0.0732723785
556968207,Chat-IRES-Cre-neo,0.0190360685
557261437,Chat-IRES-Cre-neo,0.0372929513
560889670,Chat-IRES-Cre-neo,0.0202152596
560924223,Chat-IRES-Cre-neo,0.0230447397
561325425,Nkx2-1-CreERT2,0.0205388311
561329890,Nkx2-1-CreERT2,0.0677669323
561517025,Nkx2-1-CreERT2,0.0128607354
561519381,Nkx2-1-CreERT2,0.0608206777
561520050,Nkx2-1-CreERT2,0.0717847115
561934585,Vip-IRES-Cre,0.0341299134
562381417,Chrna2-Cre_OE25,0.0295996569
562385794,Chrna2-Cre_OE25,0.057029689
562535995,Vip-IRES-Cre,0.0287581429
563373346,Nkx2-1-CreERT2,0.0925172226
563380422,Nkx2-1-CreERT2,0.0990386073
563535101,Chat-IRES-Cre-neo,0.0171662222
563620254,Nkx2-1-CreERT2,0.0250712032
564346637,Ndnf-IRES2-dgCre,0.0191916911
565778331,Ndnf-IRES2-dgCre,0.0502119032
566304697,Nkx2-1-CreERT2,0.0686905753
566305266,Nkx2-1-CreERT2,0.0083032759
566460800,Chrna2-Cre_OE25,0.0605761818
566463606,Chrna2-Cre_OE25,0.0119957838
566466395,Chrna2-Cre_OE25,0.0332574025
566517779,Chrna2-Cre_OE25,0.078333614
566541912,Nkx2-1-CreERT2,0.0681139492
566559909,Nkx2-1-CreERT2,0.0457331031
566563603,Nkx2-1-CreERT2,0.1229425373
566671538,Chrna2-Cre_OE25,0.0236319791
566673170,Nkx2-1-CreERT2,0.0658402754
566760952,Nkx2-1-CreERT2,0.0811087634
566761793,Chrna2-Cre_OE25,0.0337419916
566991946,Chrna2-Cre_OE25,0.0833767172
567029686,Nkx2-1-CreERT2,0.0849270123
567266985,Chrna2-Cre_OE25,0.0333947068
567320213,Chrna2-Cre_OE25,0.0239950516
567354967,Chrna2-Cre_OE25,0.0386113793
567399060,Chrna2-Cre_OE25,0.1047344579
569469018,Chrna2-Cre_OE25,0.1142741424
569477234,Chrna2-Cre_OE25,0.1049063352
569623233,Ndnf-IRES2-dgCre,0.0759745755
569653118,Chrna2-Cre_OE25,0.081614546
569664731,Chrna2-Cre_OE25,0.0976730093
569670455,Chrna2-Cre_OE25,0.0387956981
569730838,Chrna2-Cre_OE25,0.0862456503
569810649,Vip-IRES-Cre,0.0166967644
570010469,Chrna2-Cre_OE25,0.0224612987
570280138,Chat-IRES-Cre-neo,0.021146791
570438732,Chat-IRES-Cre-neo,0.0268189876
570459682,Chat-IRES-Cre-neo,0.0411068036
570924514,Vip-IRES-Cre,0.0433015384
573105010,Chrna2-Cre_OE25,0.0329550549
575774870,Chat-IRES-Cre-neo,0.0273728339
577218818,Chat-IRES-Cre-neo,0.0178613894
577369606,Chat-IRES-Cre-neo,0.0270196516
578774163,Chat-IRES-Cre-neo,0.0303953472
579611597,Ndnf-IRES2-dgCre,0.065829729
579981789,Ndnf-IRES2-dgCre,0.0485743875
580537822,Nkx2-1-CreERT2,0.0599523093
580895033,Chrna2-Cre_OE25,0.0106803856
581020172,Nkx2-1-CreERT2,0.0195636535
581058351,Nkx2-1-CreERT2,0.0256486085
581058864,Nkx2-1-CreERT2,0.0475898896
581138223,Nkx2-1-CreERT2,0.041084308
581153862,Nkx2-1-CreERT2,0.0402927076
