specimen_id,cre,standard_err
395785266,Scnn1a-Tg3-Cre,0.0729722026
395830185,Scnn1a-Tg3-Cre,0.0563667252
397348126,Nr5a1-Cre,0.0710104847
397353539,Nr5a1-Cre,0.0802448084
397354239,Nr5a1-Cre,0.0407008652
422055317,Nr5a1-Cre,0.0864418803
422738880,Nr5a1-Cre,0.0355593458
464079491,Scnn1a-Tg2-Cre,0.0831376454
464188580,Htr3a-Cre_NO152,0.0637088035
464191630,Htr3a-Cre_NO152,0.0335574253
464198958,Sst-IRES-Cre,0.0172032795
464212183,Sst-IRES-Cre,0.0508785077
465924786,Nr5a1-Cre,0.0627544347
466378900,Rorb-IRES2-Cre-D,0.1341231682
466632464,Ntsr1-Cre_GN220,0.0424045167
466664172,Sst-IRES-Cre,0.0248684208
467003163,Rorb-IRES2-Cre-D,0.0506964994
467357834,Rorb-IRES2-Cre-D,0.0769801447
467703703,Scnn1a-Tg2-Cre,0.0417366798
467831649,Scnn1a-Tg2-Cre,0.0715709406
468120757,Scnn1a-Tg3-Cre,0.1194257431
469614747,Pvalb-IRES-Cre,0.0189758093
469704261,Nr5a1-Cre,0.03197837
469734859,Nr5a1-Cre,0.0576836253
469753383,Htr3a-Cre_NO152,0.1195593459
469763389,Rorb-IRES2-Cre-D,0.0484033879
469793303,Scnn1a-Tg3-Cre,0.0504884949
469800845,Scnn1a-Tg3-Cre,0.0663847785
469801569,Pvalb-IRES-Cre,0.0154143331
469803003,Scnn1a-Tg3-Cre,0.0348626941
469803127,Scnn1a-Tg3-Cre,0.1024746715
469832490,Scnn1a-Tg3-Cre,0.0859244781
469864405,Scnn1a-Tg3-Cre,0.0640546335
470098860,Scnn1a-Tg3-Cre,0.0809171192
471087830,Pvalb-IRES-Cre,0.0056728491
471129934,Rbp4-Cre_KL100,0.0709442377
471131311,Rbp4-Cre_KL100,0.0584410352
471141261,Rbp4-Cre_KL100,0.0326108592
471789504,Ntsr1-Cre_GN220,0.0407541975
471800189,Ntsr1-Cre_GN220,0.0195713562
471819401,Ntsr1-Cre_GN220,0.03804031
473011949,Sst-IRES-Cre,0.0140029426
473020156,Rorb-IRES2-Cre-D,0.0660951413
473564515,Sst-IRES-Cre,0.0280474667
473593847,Sst-IRES-Cre,0.0168125016
473642382,Rorb-IRES2-Cre-D,0.071801613
473909767,Htr3a-Cre_NO152,0.0228962419
473943881,Htr3a-Cre_NO152,0.0455609443
473951795,Htr3a-Cre_NO152,0.048391327
474267418,Htr3a-Cre_NO152,0.0307073256
474626527,Htr3a-Cre_NO152,0.026822496
474637203,Htr3a-Cre_NO152,0.0548495386
474652473,Htr3a-Cre_NO152,0.1226624735
475057898,Sst-IRES-Cre,0.0294075514
475400072,Rbp4-Cre_KL100,0.0757058844
475512108,Sst-IRES-Cre,0.0137147152
475517090,Sst-IRES-Cre,0.0169718363
475542907,Sst-IRES-Cre,0.027200541
475580568,Sst-IRES-Cre,0.0128010884
475585413,Htr3a-Cre_NO152,0.0792670092
475586130,Htr3a-Cre_NO152,0.025797512
475619045,Htr3a-Cre_NO152,0.0177899152
475622680,Htr3a-Cre_NO152,0.0335309651
475622793,Htr3a-Cre_NO152,0.0240901786
475625477,Htr3a-Cre_NO152,0.0277834875
475740357,Htr3a-Cre_NO152,0.0161002794
475751758,Scnn1a-Tg2-Cre,0.2096475899
475838754,Nr5a1-Cre,0.0659594532
475848827,Rorb-IRES2-Cre-D,0.0801387229
475894121,Pvalb-IRES-Cre,0.0244725532
475895240,Pvalb-IRES-Cre,0.0147923227
476048909,Rorb-IRES2-Cre-D,0.0619618088
476053392,Rorb-IRES2-Cre-D,0.0856904574
476054829,Scnn1a-Tg2-Cre,0.1043172956
476056333,Scnn1a-Tg2-Cre,0.0980360224
476093220,Sst-IRES-Cre,0.013589783
476099282,Sst-IRES-Cre,0.008909035
476100382,Sst-IRES-Cre,0.0212011055
476104386,Sst-IRES-Cre,0.0115922731
476129135,Scnn1a-Tg3-Cre,0.1393344773
476131588,Scnn1a-Tg3-Cre,0.087165065
476178907,Scnn1a-Tg3-Cre,0.0600228347
476218657,Scnn1a-Tg3-Cre,0.0917611385
476263004,Scnn1a-Tg3-Cre,0.0667594899
476266853,Scnn1a-Tg3-Cre,0.0439100512
476269122,Scnn1a-Tg3-Cre,0.0666585727
476452460,Nr5a1-Cre,0.0549493874
476457450,Nr5a1-Cre,0.0489773004
476557750,Scnn1a-Tg3-Cre,0.0541230537
476562817,Rorb-IRES2-Cre-D,0.0725943142
476615310,Rorb-IRES2-Cre-D,0.0700803527
476686112,Sst-IRES-Cre,0.0288994504
476751360,Sst-IRES-Cre,0.0754859679
476753465,Sst-IRES-Cre,0.0220193785
476764144,Sst-IRES-Cre,0.0289116727
476823462,Rorb-IRES2-Cre-D,0.0627448101
477490421,Pvalb-IRES-Cre,0.0108285224
477879512,Htr3a-Cre_NO152,0.0589056724
477880128,Htr3a-Cre_NO152,0.1011291171
477991293,Htr3a-Cre_NO152,0.0545664168
478058328,Pvalb-IRES-Cre,0.0177085643
478107198,Htr3a-Cre_NO152,0.07570454
478110866,Htr3a-Cre_NO152,0.0305851074
478396248,Sst-IRES-Cre,0.0192042648
478412623,Sst-IRES-Cre,0.0305521515
478439166,Nr5a1-Cre,0.0427122221
478447600,Nr5a1-Cre,0.0479936376
478498617,Rorb-IRES2-Cre-D,0.0548230206
478499902,Rorb-IRES2-Cre-D,0.0945796536
478586295,Rorb-IRES2-Cre-D,0.0350512439
478586425,Rorb-IRES2-Cre-D,0.0489613928
478716304,Sst-IRES-Cre,0.016684978
478793814,Pvalb-IRES-Cre,0.0144594728
478947222,Pvalb-IRES-Cre,0.0314779294
478949560,Pvalb-IRES-Cre,0.0061714402
478958894,Pvalb-IRES-Cre,0.01386066
479150681,Rbp4-Cre_KL100,0.0732626747
479179020,Rorb-IRES2-Cre-D,0.0479382822
479218494,Htr3a-Cre_NO152,0.0878325653
479219923,Htr3a-Cre_NO152,0.0234353891
479220013,Htr3a-Cre_NO152,0.0572443556
479225052,Rorb-IRES2-Cre-D,0.0499420663
479225080,Rorb-IRES2-Cre-D,0.058101328
479225294,Rorb-IRES2-Cre-D,0.0485700763
479298854,Pvalb-IRES-Cre,0.0159585982
479415457,Scnn1a-Tg3-Cre,0.126065401
479492633,Rorb-IRES2-Cre-D,0.095088329
479508018,Rorb-IRES2-Cre-D,0.055706502
479711015,Rbp4-Cre_KL100,0.0573813408
479721491,Rbp4-Cre_KL100,0.079109882
479722622,Rbp4-Cre_KL100,0.0796941407
479766169,Rorb-IRES2-Cre-D,0.0419496468
480087928,Rorb-IRES2-Cre-D,0.0906652411
480122859,Rorb-IRES2-Cre-D,0.0638182496
480124551,Rorb-IRES2-Cre-D,0.053912131
480169178,Rorb-IRES2-Cre-D,0.067533486
480171348,Sst-IRES-Cre,0.0113820214
480171386,Rorb-IRES2-Cre-D,0.0799063647
480268803,Rorb-IRES2-Cre-D,0.08243363
480273887,Rorb-IRES2-Cre-D,0.0985073271
480351780,Rorb-IRES2-Cre-D,0.0431441422
480353286,Rorb-IRES2-Cre-D,0.0489745559
480643417,Rorb-IRES2-Cre-D,0.0779395443
480647923,Scnn1a-Tg2-Cre,0.1128033805
480648382,Rorb-IRES2-Cre-D,0.1070164597
480705931,Rorb-IRES2-Cre-D,0.0882396375
480718588,Rbp4-Cre_KL100,0.038907804
480735016,Pvalb-IRES-Cre,0.0143212369
480778441,Rorb-IRES2-Cre-D,0.0397088544
480952106,Pvalb-IRES-Cre,0.0127160189
480999763,Htr3a-Cre_NO152,0.0340679367
481003593,Htr3a-Cre_NO152,0.0440567462
481003643,Htr3a-Cre_NO152,0.0701376352
481004298,Htr3a-Cre_NO152,0.062954378
481017021,Pvalb-IRES-Cre,0.0149473014
481018305,Pvalb-IRES-Cre,0.0275589447
481093525,Pvalb-IRES-Cre,0.0091550508
481127173,Pvalb-IRES-Cre,0.0136018677
481127348,Pvalb-IRES-Cre,0.01795853
481136214,Htr3a-Cre_NO152,0.0846499805
482435718,Htr3a-Cre_NO152,0.0295884574
482444444,Pvalb-IRES-Cre,0.0142218927
482516216,Htr3a-Cre_NO152,0.0194526975
482516631,Pvalb-IRES-Cre,0.005133682
482521571,Htr3a-Cre_NO152,0.0519029003
482649712,Htr3a-Cre_NO152,0.0834178706
482654108,Htr3a-Cre_NO152,0.0515756638
482690728,Sst-IRES-Cre,0.0121131817
482726727,Nr5a1-Cre,0.0389831232
482764620,Htr3a-Cre_NO152,0.0381730301
482772037,Htr3a-Cre_NO152,0.0450798918
482773968,Htr3a-Cre_NO152,0.0532157115
482809953,Nr5a1-Cre,0.1040551322
483018019,Cux2-CreERT2,0.0428683936
483027960,Nr5a1-Cre,0.0628649991
483057325,Cux2-CreERT2,0.0496712616
483083617,Sst-IRES-Cre,0.0151414217
483091812,Rorb-IRES2-Cre-D,0.1196968011
483099796,Cux2-CreERT2,0.0969979233
483101699,Cux2-CreERT2,0.0499178172
484509440,Cux2-CreERT2,0.0461166652
484515166,Cux2-CreERT2,0.0438664173
484635029,Pvalb-IRES-Cre,0.0290380709
484679812,Rorb-IRES2-Cre-D,0.0946277723
484737013,Scnn1a-Tg2-Cre,0.0902407763
484738748,Scnn1a-Tg2-Cre,0.0668139409
484742372,Pvalb-IRES-Cre,0.0165988359
484744672,Pvalb-IRES-Cre,0.0172705301
484770879,Rorb-IRES2-Cre-D,0.0358143882
485058595,Sst-IRES-Cre,0.0327823538
485061364,Sst-IRES-Cre,0.0092029791
485184849,Pvalb-IRES-Cre,0.0182749283
485287282,Sst-IRES-Cre,0.0265823639
485287944,Ntsr1-Cre_GN220,0.0408194536
485339983,Ntsr1-Cre_GN220,0.0360979362
485455285,Sst-IRES-Cre,0.0125791756
485466109,Sst-IRES-Cre,0.0179902545
485468180,Nr5a1-Cre,0.1188555258
485570335,Nr5a1-Cre,0.0414510206
485570372,Nr5a1-Cre,0.0434651637
485574721,Rbp4-Cre_KL100,0.0640787625
485574832,Rbp4-Cre_KL100,0.0409254182
485577686,Rbp4-Cre_KL100,0.0607934131
485578197,Rbp4-Cre_KL100,0.0362424056
485579168,Rbp4-Cre_KL100,0.049547893
485608017,Rbp4-Cre_KL100,0.0344815363
485610263,Rbp4-Cre_KL100,0.1520400231
485835016,Rbp4-Cre_KL100,0.0383916896
485836906,Rorb-IRES2-Cre-D,0.0914528371
485837504,Rorb-IRES2-Cre-D,0.0572997329
485838981,Rbp4-Cre_KL100,0.0451742942
485880739,Rbp4-Cre_KL100,0.0479166002
485884503,Rorb-IRES2-Cre-D,0.0686335655
485889190,Rorb-IRES2-Cre-D,0.0610518672
485905411,Ntsr1-Cre_GN220,0.033783132
485912047,Cux2-CreERT2,0.0934247352
485931158,Rorb-IRES2-Cre-D,0.056537025
485932822,Cux2-CreERT2,0.0305318501
485938494,Ntsr1-Cre_GN220,0.032012039
485955227,Cux2-CreERT2,0.070959681
485958978,Cux2-CreERT2,0.0948049678
486029942,Cux2-CreERT2,0.0563224152
486052980,Rbp4-Cre_KL100,0.0461623593
486108147,Cux2-CreERT2,0.0594876241
486110216,Rbp4-Cre_KL100,0.0732208393
486132712,Rbp4-Cre_KL100,0.0554208582
486146717,Cux2-CreERT2,0.166742392
486175203,Cux2-CreERT2,0.0665069789
486176465,Rbp4-Cre_KL100,0.0438943109
486196663,Cux2-CreERT2,0.0743404176
486198953,Cux2-CreERT2,0.0406618187
486236426,Rbp4-Cre_KL100,0.029085505
486239338,Cux2-CreERT2,0.0824271795
486262299,Cux2-CreERT2,0.038367666
486264574,Cux2-CreERT2,0.0604514856
486352114,Sst-IRES-Cre,0.0130929487
486466923,Rorb-IRES2-Cre-D,0.0641075187
486472847,Rorb-IRES2-Cre-D,0.1021313047
486500736,Rorb-IRES2-Cre-D,0.0591015243
486510127,Nr5a1-Cre,0.0282996474
486557574,Htr3a-Cre_NO152,0.0225749363
486560376,Cux2-CreERT2,0.0991134537
486753754,Cux2-CreERT2,0.1191810165
486756093,Cux2-CreERT2,0.0580585999
486893033,Scnn1a-Tg3-Cre,0.0691120195
486921382,Htr3a-Cre_NO152,0.0177554136
486941367,Htr3a-Cre_NO152,0.0508380352
487158599,Htr3a-Cre_NO152,0.0222376578
487176969,Htr3a-Cre_NO152,0.0129001786
487306716,Pvalb-IRES-Cre,0.0068589148
487353993,Cux2-CreERT2,0.0113076241
487358945,Cux2-CreERT2,0.0474503895
487400838,Pvalb-IRES-Cre,0.0147984556
487405644,Pvalb-IRES-Cre,0.0214642435
487445455,Cux2-CreERT2,0.0310411776
487446992,Cux2-CreERT2,0.0917013324
487594856,Pvalb-IRES-Cre,0.0131844633
487601493,Cux2-CreERT2,0.059635374
487638658,Pvalb-IRES-Cre,0.0135207673
487661754,Cux2-CreERT2,0.0362915299
487663469,Rbp4-Cre_KL100,0.0291779432
487664070,Rbp4-Cre_KL100,0.0462291902
487664663,Rbp4-Cre_KL100,0.0505112748
487667205,Pvalb-IRES-Cre,0.0048359433
487668030,Pvalb-IRES-Cre,0.0160960456
488359338,Rbp4-Cre_KL100,0.036547719
488380827,Rbp4-Cre_KL100,0.0281984414
488419491,Rbp4-Cre_KL100,0.0360668863
488426904,Ntsr1-Cre_GN220,0.040342597
488430487,Ntsr1-Cre_GN220,0.0380980896
488432250,Ntsr1-Cre_GN220,0.0530894238
488440436,Pvalb-IRES-Cre,0.0132043429
488448839,Ntsr1-Cre_GN220,0.0894425249
488501071,Pvalb-IRES-Cre,0.0079035978
488501487,Pvalb-IRES-Cre,0.0128957517
488675026,Ntsr1-Cre_GN220,0.0488792636
488676149,Ntsr1-Cre_GN220,0.0312113057
488677318,Sst-IRES-Cre,0.0141071682
488677994,Sst-IRES-Cre,0.0215083022
488683425,Rbp4-Cre_KL100,0.0328699471
488686369,Htr3a-Cre_NO152,0.0483425331
488688344,Ntsr1-Cre_GN220,0.0359408083
488695444,Rorb-IRES2-Cre-D,0.0444528532
488708322,Pvalb-IRES-Cre,0.015613715
488770805,Pvalb-IRES-Cre,0.0056493281
489259263,Cux2-CreERT2,0.0450912166
489719193,Pvalb-IRES-Cre,0.0061612795
489731121,Nr5a1-Cre,0.0592014081
489751692,Cux2-CreERT2,0.0592769172
489751959,Cux2-CreERT2,0.0546083529
489754156,Nr5a1-Cre,0.0291823037
489885173,Nr5a1-Cre,0.0672868248
489887491,Cux2-CreERT2,0.0695390987
489888847,Nr5a1-Cre,0.0408295086
489888898,Nr5a1-Cre,0.0810061192
489930727,Htr3a-Cre_NO152,0.0201208805
490149337,Htr3a-Cre_NO152,0.0493133478
490170480,Cux2-CreERT2,0.0558877769
490172112,Cux2-CreERT2,0.052704146
490173806,Sst-IRES-Cre,0.0148200212
490205998,Scnn1a-Tg2-Cre,0.0686280509
490259231,Ntsr1-Cre_GN220,0.0490360188
490259892,Ntsr1-Cre_GN220,0.0726927194
490263438,Ntsr1-Cre_GN220,0.0551457869
490264167,Ntsr1-Cre_GN220,0.0315115358
490267468,Cux2-CreERT2,0.0451353869
490283519,Scnn1a-Tg2-Cre,0.0955482285
490376252,Cux2-CreERT2,0.0277084856
490485142,Ntsr1-Cre_GN220,0.0285834991
490558274,Rbp4-Cre_KL100,0.0245169451
490601284,Rbp4-Cre_KL100,0.0493369153
490612150,Rorb-IRES2-Cre-D,0.0396225034
490612844,Rbp4-Cre_KL100,0.0574461828
490626718,Rorb-IRES2-Cre-D,0.0408315371
490626827,Rorb-IRES2-Cre-D,0.0279934184
490718897,Ntsr1-Cre_GN220,0.0338654288
490733962,Rbp4-Cre_KL100,0.0379108336
490772223,Rbp4-Cre_KL100,0.0255894044
490779678,Rbp4-Cre_KL100,0.0633743152
490790207,Rbp4-Cre_KL100,0.0412863721
490916882,Rbp4-Cre_KL100,0.0715211213
490916919,Rbp4-Cre_KL100,0.0440387199
490931049,Rbp4-Cre_KL100,0.0372234435
490982660,Rbp4-Cre_KL100,0.0456423861
491026389,Sst-IRES-Cre,0.0170023151
491029832,Sst-IRES-Cre,0.0210560763
491030723,Sst-IRES-Cre,0.0154246464
491038812,Pvalb-IRES-Cre,0.010920087
497560724,Sst-IRES-Cre,0.0102026149
497583188,Rorb-IRES2-Cre-D,0.0614444301
497611660,Rorb-IRES2-Cre-D,0.0278441465
500857324,Rorb-IRES2-Cre-D,0.0368089157
500859045,Rorb-IRES2-Cre-D,0.0675372554
500879695,Pvalb-IRES-Cre,0.0107219559
500894271,Rorb-IRES2-Cre-D,0.0444120203
500964358,Scnn1a-Tg3-Cre,0.0752894203
500964382,Scnn1a-Tg3-Cre,0.0787525536
500966656,Sst-IRES-Cre,0.0236803159
501014504,Rbp4-Cre_KL100,0.0673833394
501023852,Scnn1a-Tg3-Cre,0.0850828244
501280518,Sst-IRES-Cre,0.0194231944
501282204,Sst-IRES-Cre,0.0208123621
501562903,Ntsr1-Cre_GN220,0.0296795736
501566512,Ntsr1-Cre_GN220,0.0556020838
501570114,Vip-IRES-Cre,0.0289101961
501730497,Sst-IRES-Cre,0.0200121529
501736631,Vip-IRES-Cre,0.0247359888
501848315,Rorb-IRES2-Cre-D,0.0930091871
501891177,Ctgf-2A-dgCre,0.0458238778
501895840,Rorb-IRES2-Cre-D,0.0635554827
501940485,Ctgf-2A-dgCre,0.0223058468
501951290,Rorb-IRES2-Cre-D,0.1318607904
501956013,Ctgf-2A-dgCre,0.0929151742
502120615,Rorb-IRES2-Cre-D,0.0441340141
502143149,Rorb-IRES2-Cre-D,0.063393945
502144146,Rorb-IRES2-Cre-D,0.0971628734
502193385,Nr5a1-Cre,0.0629710015
502245101,Nr5a1-Cre,0.0574406983
502260112,Nr5a1-Cre,0.0474023505
502267531,Nr5a1-Cre,0.0555996311
502269786,Nr5a1-Cre,0.0390383107
502366405,Ctgf-2A-dgCre,0.0434834335
502382506,Sst-IRES-Cre,0.0201055249
502574847,Rorb-IRES2-Cre-D,0.081054709
502647640,Rorb-IRES2-Cre-D,0.0517540791
502665074,Ctgf-2A-dgCre,0.1314153809
502808270,Cux2-CreERT2,0.070024121
502873181,Rorb-IRES2-Cre-D,0.0572020423
502887600,Rorb-IRES2-Cre-D,0.0754698792
502978383,Nr5a1-Cre,0.0279798628
502999078,Cux2-CreERT2,0.1304646882
503254105,Pvalb-IRES-Cre,0.0095939876
503286448,Ntsr1-Cre_GN220,0.0476590745
503517607,Ntsr1-Cre_GN220,0.129860688
503814817,Ntsr1-Cre_GN220,0.0412105133
504120613,Htr3a-Cre_NO152,0.0924056135
504567071,Cux2-CreERT2,0.0889623217
504608602,Sst-IRES-Cre,0.0219056105
504615116,Rorb-IRES2-Cre-D,0.050359743
504635521,Ctgf-2A-dgCre,0.1057641019
504643398,Cux2-CreERT2,0.0708616696
504647603,Rorb-IRES2-Cre-D,0.0476955578
505200218,Cux2-CreERT2,0.0563439613
505202906,Cux2-CreERT2,0.0578671065
505476170,Cux2-CreERT2,0.0629350174
505512874,Cux2-CreERT2,0.0694102724
505808144,Nr5a1-Cre,0.0611147995
506777471,Scnn1a-Tg2-Cre,0.0600066586
507100117,Rorb-IRES2-Cre-D,0.0523300879
507121819,Rorb-IRES2-Cre-D,0.0595535592
507770911,Scnn1a-Tg2-Cre,0.0503901574
507914933,Ntsr1-Cre_GN220,0.0321716891
507918877,Ntsr1-Cre_GN220,0.0540627905
507996688,Rbp4-Cre_KL100,0.0729154601
508275137,Ntsr1-Cre_GN220,0.0417783365
508566646,Rbp4-Cre_KL100,0.1036470475
508883033,Rbp4-Cre_KL100,0.0464771746
508887004,Rbp4-Cre_KL100,0.09143766
508911693,Rbp4-Cre_KL100,0.0467994764
508980706,Ntsr1-Cre_GN220,0.0327481356
508987256,Ntsr1-Cre_GN220,0.0241628736
509003464,Ntsr1-Cre_GN220,0.0556588194
509617624,Pvalb-IRES-Cre,0.0105294559
509620929,Vip-IRES-Cre,0.0247635662
509881736,Ctgf-2A-dgCre,0.0785744976
510106222,Ctgf-2A-dgCre,0.0459530226
510114363,Ctgf-2A-dgCre,0.0424865831
510702728,Rorb-IRES2-Cre-D,0.0561504501
512322162,Ctgf-2A-dgCre,0.0742962912
513510227,Cux2-CreERT2,0.0329681074
513531471,Cux2-CreERT2,0.0427714011
513593674,Cux2-CreERT2,0.0478016151
513832252,Scnn1a-Tg3-Cre,0.067312627
513879001,Scnn1a-Tg3-Cre,0.0772205159
514530024,Nr5a1-Cre,0.0660119865
514544971,Nr5a1-Cre,0.0466462147
514767977,Vip-IRES-Cre,0.0197803118
514824979,Htr3a-Cre_NO152,0.0452298035
515056927,Scnn1a-Tg3-Cre,0.0525488605
515059388,Scnn1a-Tg3-Cre,0.0599457852
515199779,Scnn1a-Tg3-Cre,0.0282551875
515202564,Scnn1a-Tg3-Cre,0.0719323502
515249852,Rbp4-Cre_KL100,0.028848342
515264431,Vip-IRES-Cre,0.0413733069
515305346,Pvalb-IRES-Cre,0.0054862713
515511110,Rbp4-Cre_KL100,0.0576164404
515524026,Rbp4-Cre_KL100,0.092099789
515949222,Cux2-CreERT2,0.0383538717
516906055,Cux2-CreERT2,0.0199157773
516916566,Cux2-CreERT2,0.0692688477
517077548,Ntsr1-Cre_GN220,0.0291504758
517319635,Cux2-CreERT2,0.1115653905
517645929,Scnn1a-Tg2-Cre,0.0788163165
517647182,Scnn1a-Tg2-Cre,0.0596149937
517752298,Nr5a1-Cre,0.0616789989
517753911,Rorb-IRES2-Cre-D,0.0516277244
517977609,Nr5a1-Cre,0.0396144235
517982558,Scnn1a-Tg2-Cre,0.0504909527
518238899,Scnn1a-Tg2-Cre,0.0600283425
518271679,Scnn1a-Tg2-Cre,0.0646410073
518290966,Scnn1a-Tg2-Cre,0.1005584897
518623704,Chat-IRES-Cre-neo,0.0160622896
518750800,Chat-IRES-Cre-neo,0.0520695573
519220630,Chat-IRES-Cre-neo,0.0320377945
519517188,Htr3a-Cre_NO152,0.0280834823
519549081,Htr3a-Cre_NO152,0.0441658849
519749342,Htr3a-Cre_NO152,0.0253197735
519751607,Htr3a-Cre_NO152,0.0314569158
520347870,Vip-IRES-Cre,0.0601821792
521399472,Cux2-CreERT2,0.0475996662
521409057,Cux2-CreERT2,0.0514540873
521625948,Cux2-CreERT2,0.0566263486
521938313,Cux2-CreERT2,0.0534641025
521958756,Cux2-CreERT2,0.0262889687
522108467,Htr3a-Cre_NO152,0.070526737
522147522,Ntsr1-Cre_GN220,0.0919077247
522152249,Ntsr1-Cre_GN220,0.0532178748
522257166,Htr3a-Cre_NO152,0.1150313492
522408506,Htr3a-Cre_NO152,0.0288747133
522418855,Vip-IRES-Cre,0.0180704369
522723828,Ctgf-2A-dgCre,0.0833695284
523205934,Vip-IRES-Cre,0.0146210343
523478821,Vip-IRES-Cre,0.0254332041
523478869,Vip-IRES-Cre,0.0533581416
524689239,Vip-IRES-Cre,0.0319432686
524693113,Vip-IRES-Cre,0.0348206614
524876305,Vip-IRES-Cre,0.0266469075
526531616,Ndnf-IRES2-dgCre,0.1210859444
526801742,Ndnf-IRES2-dgCre,0.1094353409
526939383,Ndnf-IRES2-dgCre,0.0737008956
526943222,Ndnf-IRES2-dgCre,0.0780286361
526946319,Ctgf-2A-dgCre,0.0352286091
526950199,Ctgf-2A-dgCre,0.1367350602
526951157,Ctgf-2A-dgCre,0.03551608
527089085,Ndnf-IRES2-dgCre,0.1041719217
527095729,Ndnf-IRES2-dgCre,0.0527551793
527464013,Ndnf-IRES2-dgCre,0.0921946952
527579814,Ndnf-IRES2-dgCre,0.048920496
527869035,Ndnf-IRES2-dgCre,0.0472964926
528501887,Ctgf-2A-dgCre,0.1467080268
530204927,Ctgf-2A-dgCre,0.3124641301
530235049,Ndnf-IRES2-dgCre,0.072892951
530349764,Ctgf-2A-dgCre,0.0808283195
531121585,Vip-IRES-Cre,0.0200395161
531342116,Chat-IRES-Cre-neo,0.0196544929
532355382,Ctgf-2A-dgCre,0.0580996928
